-,MALE,FEMALE,UNKNOWN
UNKNOWN,38.37,30.77,0.0
OTHER,55.56,44.44,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,36.36,50.0,0.0
ASIA-PI,45.45,51.72,0.0
WHITE,74.85,73.6,0.0
BLACK,62.33,69.36,100.0
