-,MALE,FEMALE,UNKNOWN
UNKNOWN,41.67,43.75,0.0
OTHER,0.0,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,72.28,72.53,0.0
BLACK,38.46,47.14,0.0
