-,MALE,FEMALE,UNKNOWN
UNKNOWN,33.33,36.03,0.0
OTHER,50.0,33.33,0.0
NATIVE-AM,0.0,50.0,0.0
HISP-LT,42.2,47.93,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,57.52,55.61,100.0
BLACK,18.18,62.5,0.0
