ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,15.00,23.93,16.90,100.0,19.61,31.71,23.76,29.21
2016 Primary,5.26,10.00,5.33,0.00,6.12,11.17,4.66,10.12
2016 Primary Runoff,0.00,0.87,0.00,0.00,2.04,4.14,2.44,3.33
2016 General,29.41,57.81,48.75,100.0,44.44,62.64,48.92,59.91
2018 Primary,0.00,14.21,7.00,16.67,7.14,12.22,5.13,11.58
2018 Primary Runoff,0.00,1.55,0.99,0.00,1.79,10.25,4.24,7.87
2018 General,26.32,52.37,44.64,42.86,47.37,51.73,37.02,49.95
