ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,28.85,29.56,0.00,29.21
2016 Primary,9.53,10.67,0.00,10.12
2016 Primary Runoff,3.54,3.15,0.00,3.33
2016 General,57.60,61.99,66.67,59.91
2018 Primary,11.71,11.46,0.00,11.58
2018 Primary Runoff,8.83,6.98,0.00,7.87
2018 General,48.45,51.37,0.00,49.95
