ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,35.26,34.02,0.00,34.61
2016 Primary,14.78,12.33,0.00,13.48
2016 Primary Runoff,8.93,7.09,0.00,7.95
2016 General,60.62,64.34,75.00,62.60
2018 Primary,17.94,17.11,0.00,17.47
2018 Primary Runoff,12.75,11.06,0.00,11.84
2018 General,53.00,55.86,50.00,54.48
