ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,50.00,29.17,22.22,0.00,33.33,44.15,20.73,41.46
2016 Primary,0.00,6.76,0.00,0.00,0.00,16.45,4.94,14.81
2016 Primary Runoff,0.00,1.35,0.00,0.00,0.00,12.88,0.00,11.10
2016 General,100.0,46.75,46.15,0.00,66.67,69.17,43.02,65.94
2018 Primary,20.00,16.05,0.00,0.00,9.09,22.57,6.67,20.56
2018 Primary Runoff,40.00,1.23,0.00,0.00,0.00,18.51,3.88,16.08
2018 General,83.33,44.19,39.13,0.00,54.55,59.49,37.62,56.74
