ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,7.89,17.72,19.05,0.00,9.09,43.94,24.52,34.68
2016 Primary,2.44,5.01,3.03,0.00,3.03,19.03,6.96,13.94
2016 Primary Runoff,0.00,0.72,1.52,0.00,3.03,16.11,5.40,10.93
2016 General,34.88,49.14,51.39,0.00,32.35,69.46,47.71,61.36
2018 Primary,7.41,8.62,3.49,0.00,6.67,22.33,11.83,17.09
2018 Primary Runoff,0.00,1.21,2.30,0.00,0.00,18.16,5.41,11.94
2018 General,27.27,42.82,35.56,20.00,25.81,62.57,35.60,53.48
