ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,7.69,16.83,26.32,0.00,55.56,37.37,22.54,33.41
2016 Primary,6.67,13.86,14.29,0.00,27.27,32.43,15.60,28.46
2016 Primary Runoff,6.67,0.66,9.52,0.00,10.00,19.47,6.88,15.97
2016 General,59.09,55.45,45.83,0.00,66.67,69.51,56.25,66.39
2018 Primary,3.57,22.46,10.00,0.00,7.14,20.61,8.90,19.09
2018 Primary Runoff,0.00,3.91,6.90,0.00,0.00,14.58,3.68,11.96
2018 General,56.67,53.36,34.48,33.33,38.10,67.53,39.45,62.06
