ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,33.58,30.17,0.00,31.74
2016 Primary,29.45,27.09,0.00,28.18
2016 Primary Runoff,14.90,12.88,0.00,13.81
2016 General,60.43,66.12,100.0,63.53
2018 Primary,23.44,22.30,0.00,22.81
2018 Primary Runoff,12.33,8.52,0.00,10.28
2018 General,57.98,62.02,0.00,60.06
