ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.62,42.99,0.00,43.78
2016 Primary,45.36,44.76,0.00,45.05
2016 Primary Runoff,26.82,25.23,0.00,26.00
2016 General,71.11,77.09,0.00,74.19
2018 Primary,30.44,29.18,0.00,29.78
2018 Primary Runoff,20.00,18.04,0.00,18.98
2018 General,69.14,70.44,0.00,69.82
