COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ATKINSON,0.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,498.0,493.0,0.0,121.0,59.0,1199.0
BEN HILL,0.0,24.0,11.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,1023.0,958.0,0.0,558.0,239.0,2830.0
BERRIEN,0.0,33.0,31.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1508.0,1517.0,0.0,147.0,84.0,3337.0
BIBB,2.0,154.0,119.0,0.0,33.0,19.0,0.0,1.0,1.0,0.0,35.0,25.0,0.0,30.0,43.0,2.0,5169.0,4231.0,0.0,1317.0,651.0,11832.0
BLECKLEY,0.0,26.0,12.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,1128.0,1123.0,0.0,230.0,98.0,2635.0
BROOKS,0.0,58.0,57.0,0.0,3.0,8.0,0.0,0.0,2.0,0.0,11.0,7.0,0.0,4.0,1.0,0.0,1064.0,955.0,0.0,474.0,220.0,2864.0
COLQUITT,1.0,98.0,76.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,31.0,29.0,0.0,5.0,2.0,2.0,3234.0,2947.0,0.0,597.0,329.0,7374.0
COOK,0.0,24.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,1.0,0.0,1208.0,1138.0,0.0,406.0,193.0,3020.0
DODGE,0.0,23.0,28.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1403.0,1443.0,0.0,350.0,178.0,3433.0
HOUSTON,2.0,466.0,483.0,1.0,75.0,60.0,0.0,11.0,5.0,1.0,171.0,144.0,0.0,147.0,83.0,2.0,10087.0,9681.0,1.0,3924.0,2239.0,27583.0
IRWIN,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,793.0,819.0,0.0,214.0,104.0,1944.0
JONES,0.0,25.0,19.0,1.0,4.0,5.0,0.0,3.0,0.0,0.0,13.0,7.0,0.0,10.0,3.0,1.0,2691.0,2443.0,0.0,936.0,563.0,6724.0
LANIER,1.0,36.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,472.0,456.0,0.0,132.0,77.0,1210.0
LOWNDES,0.0,392.0,336.0,0.0,65.0,46.0,0.0,6.0,4.0,0.0,71.0,49.0,0.0,52.0,41.0,2.0,6339.0,5884.0,0.0,2677.0,1297.0,17261.0
MONROE,2.0,135.0,156.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,8.0,4.0,0.0,2915.0,2799.0,0.0,704.0,339.0,7109.0
PULASKI,0.0,7.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,547.0,566.0,0.0,170.0,88.0,1394.0
TELFAIR,0.0,19.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,648.0,646.0,0.0,270.0,140.0,1745.0
THOMAS,0.0,181.0,145.0,0.0,11.0,11.0,0.0,1.0,0.0,0.0,20.0,8.0,0.0,7.0,10.0,1.0,3687.0,3247.0,0.0,1339.0,623.0,9291.0
TIFT,0.0,66.0,56.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,41.0,27.0,0.0,11.0,10.0,1.0,3152.0,2815.0,0.0,664.0,359.0,7223.0
TURNER,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,646.0,578.0,0.0,214.0,113.0,1574.0
TWIGGS,0.0,29.0,26.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,545.0,565.0,0.0,520.0,341.0,2036.0
WILCOX,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,568.0,557.0,0.0,210.0,95.0,1446.0
WILKINSON,0.0,12.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,710.0,683.0,0.0,563.0,307.0,2293.0
WORTH,2.0,35.0,41.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0,0.0,1778.0,1736.0,0.0,452.0,238.0,4307.0
TOTAL,10.0,1865.0,1714.0,2.0,256.0,210.0,0.0,23.0,16.0,1.0,462.0,333.0,0.0,293.0,210.0,12.0,51813.0,48280.0,1.0,17189.0,8974.0,131664.0
