COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BAKER,0.0,46.15,16.67,0.0,20.0,33.33,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.59,47.62,0.0,35.14,26.68,37.61
BIBB,25.0,17.15,14.78,0.0,16.59,17.26,0.0,0.0,22.22,0.0,18.31,10.95,0.0,11.38,9.09,0.0,38.48,40.49,0.0,29.58,21.33,29.74
CALHOUN,0.0,20.0,23.81,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.33,11.11,0.0,0.0,16.67,0.0,40.65,42.28,0.0,33.01,25.1,34.11
CHATTAHOOCHEE,0.0,10.24,8.81,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.87,16.41,0.0,17.49,12.17,14.15
CLAY,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,48.01,50.27,0.0,31.43,26.15,37.27
CRAWFORD,0.0,20.91,9.88,0.0,36.36,17.65,0.0,0.0,33.33,0.0,22.22,16.67,0.0,37.5,16.67,0.0,33.69,35.67,0.0,31.28,22.64,32.2
CRISP,0.0,16.04,19.27,0.0,20.0,16.67,0.0,0.0,50.0,0.0,5.56,3.45,0.0,18.42,9.09,0.0,35.45,40.68,0.0,15.01,12.4,27.02
DECATUR,0.0,23.35,13.8,0.0,12.2,37.5,0.0,0.0,0.0,0.0,13.79,12.35,0.0,12.5,15.0,0.0,34.12,37.99,33.33,24.33,17.09,29.48
DOOLY,0.0,27.54,17.65,0.0,27.27,36.36,0.0,100.0,0.0,0.0,6.98,6.06,0.0,15.38,0.0,0.0,35.95,40.95,0.0,28.85,19.7,30.96
DOUGHERTY,12.5,19.24,14.35,0.0,13.77,16.22,0.0,8.33,11.11,0.0,14.65,14.29,0.0,10.95,6.5,0.0,37.74,38.86,0.0,28.49,20.99,28.89
EARLY,0.0,19.15,22.22,0.0,18.18,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,39.04,38.91,0.0,19.83,15.1,28.22
