COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ATKINSON,2.0,30.0,27.0,0.0,5.0,7.0,0.0,3.0,0.0,1.0,106.0,88.0,0.0,0.0,2.0,0.0,1708.0,1458.0,1.0,530.0,395.0,4363.0
BEN HILL,1.0,101.0,89.0,0.0,14.0,10.0,0.0,1.0,0.0,0.0,66.0,48.0,0.0,19.0,16.0,0.0,3008.0,2571.0,0.0,2007.0,1256.0,9207.0
BERRIEN,1.0,187.0,193.0,0.0,16.0,26.0,0.0,6.0,3.0,0.0,56.0,40.0,0.0,10.0,16.0,2.0,4644.0,4084.0,0.0,623.0,462.0,10369.0
BIBB,5.0,630.0,588.0,0.0,146.0,112.0,0.0,13.0,8.0,0.0,150.0,114.0,0.0,227.0,243.0,4.0,11478.0,9277.0,1.0,4378.0,2768.0,30142.0
BLECKLEY,2.0,98.0,81.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,13.0,19.0,0.0,2732.0,2464.0,0.0,832.0,517.0,6807.0
BROOKS,0.0,254.0,271.0,0.0,29.0,29.0,0.0,2.0,6.0,0.0,56.0,40.0,0.0,13.0,9.0,0.0,2958.0,2571.0,0.0,2092.0,1546.0,9876.0
COLQUITT,10.0,472.0,482.0,0.0,68.0,47.0,0.0,4.0,5.0,0.0,320.0,300.0,0.0,44.0,42.0,3.0,8296.0,7062.0,0.0,3097.0,2274.0,22526.0
COOK,0.0,121.0,178.0,0.0,24.0,19.0,0.0,2.0,2.0,0.0,61.0,42.0,0.0,19.0,19.0,0.0,3326.0,2904.0,0.0,1504.0,1005.0,9226.0
DODGE,0.0,150.0,150.0,0.0,13.0,11.0,0.0,4.0,2.0,0.0,25.0,21.0,0.0,17.0,9.0,2.0,4032.0,3663.0,0.0,1666.0,1095.0,10860.0
HOUSTON,13.0,2782.0,2991.0,1.0,516.0,362.0,0.0,44.0,24.0,1.0,1007.0,764.0,0.0,899.0,626.0,11.0,30587.0,26931.0,9.0,15466.0,10839.0,93873.0
IRWIN,0.0,25.0,48.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,15.0,17.0,0.0,4.0,5.0,1.0,1987.0,1815.0,0.0,838.0,530.0,5294.0
JONES,1.0,94.0,111.0,1.0,17.0,13.0,0.0,7.0,9.0,0.0,50.0,33.0,0.0,46.0,32.0,1.0,6702.0,5876.0,0.0,2554.0,1912.0,17459.0
LANIER,3.0,179.0,174.0,0.0,18.0,17.0,0.0,5.0,0.0,0.0,31.0,17.0,0.0,17.0,7.0,1.0,1823.0,1538.0,0.0,597.0,463.0,4890.0
LOWNDES,13.0,2109.0,2038.0,0.0,364.0,272.0,0.0,18.0,24.0,0.0,427.0,315.0,0.0,283.0,208.0,12.0,18320.0,15896.0,6.0,12285.0,8339.0,60929.0
MONROE,5.0,465.0,513.0,0.0,49.0,54.0,0.0,2.0,0.0,0.0,47.0,40.0,0.0,44.0,36.0,2.0,6702.0,5999.0,1.0,2149.0,1613.0,17721.0
PULASKI,0.0,64.0,47.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,11.0,9.0,0.0,1961.0,1768.0,0.0,905.0,639.0,5441.0
TELFAIR,1.0,66.0,71.0,0.0,7.0,5.0,0.0,1.0,1.0,0.0,20.0,15.0,0.0,9.0,9.0,1.0,1913.0,1769.0,0.0,1090.0,780.0,5758.0
THOMAS,4.0,759.0,714.0,0.0,72.0,58.0,0.0,9.0,2.0,1.0,116.0,89.0,0.0,55.0,61.0,7.0,9561.0,8257.0,3.0,5675.0,3875.0,29318.0
TIFT,14.0,313.0,362.0,0.0,64.0,59.0,0.0,2.0,1.0,1.0,245.0,240.0,0.0,87.0,80.0,8.0,7929.0,6731.0,8.0,3817.0,2505.0,22466.0
TURNER,4.0,52.0,77.0,0.0,11.0,8.0,0.0,1.0,2.0,0.0,18.0,11.0,0.0,10.0,12.0,1.0,1650.0,1487.0,1.0,1205.0,845.0,5395.0
TWIGGS,1.0,117.0,137.0,0.0,16.0,6.0,0.0,1.0,1.0,0.0,16.0,9.0,0.0,9.0,5.0,1.0,1640.0,1516.0,0.0,1434.0,1249.0,6158.0
WILCOX,0.0,14.0,25.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,15.0,19.0,0.0,3.0,4.0,1.0,1589.0,1434.0,0.0,784.0,574.0,4474.0
WILKINSON,0.0,54.0,75.0,0.0,7.0,10.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,7.0,5.0,0.0,1763.0,1588.0,0.0,1476.0,1094.0,6087.0
WORTH,3.0,162.0,214.0,0.0,30.0,28.0,0.0,0.0,0.0,0.0,28.0,23.0,0.0,19.0,9.0,1.0,4660.0,4139.0,2.0,1911.0,1364.0,12593.0
TOTAL,83.0,9298.0,9656.0,2.0,1517.0,1178.0,0.0,126.0,92.0,4.0,2907.0,2309.0,0.0,1865.0,1483.0,59.0,140969.0,122798.0,32.0,68915.0,47939.0,411232.0
