COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CATOOSA,33.33,23.12,23.09,0.0,12.73,14.85,0.0,37.5,10.0,0.0,17.47,15.2,0.0,11.38,15.32,22.22,31.86,34.83,0.0,21.28,14.25,31.62
CHATTOOGA,0.0,19.26,15.32,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,14.55,0.0,21.05,6.25,0.0,30.28,37.45,0.0,25.66,18.92,31.28
DADE,0.0,26.12,20.9,0.0,7.14,14.29,0.0,0.0,50.0,0.0,16.67,8.7,0.0,16.67,25.0,100.0,31.0,33.43,0.0,6.67,7.41,31.15
FLOYD,100.0,19.92,17.14,0.0,16.83,6.38,0.0,0.0,20.0,0.0,15.18,13.26,0.0,14.83,9.73,50.0,36.44,40.2,0.0,22.41,17.01,33.93
GORDON,0.0,22.04,17.65,0.0,15.69,7.69,0.0,22.22,0.0,0.0,15.37,11.82,0.0,8.54,13.16,0.0,34.39,38.07,0.0,26.73,17.2,34.05
HARALSON,0.0,23.68,25.64,0.0,11.11,33.33,0.0,0.0,16.67,0.0,15.79,8.33,0.0,8.82,9.68,28.57,39.13,41.89,0.0,24.23,19.02,38.66
MURRAY,0.0,20.16,18.64,0.0,12.5,23.4,0.0,25.0,33.33,0.0,13.81,8.56,0.0,26.32,7.69,50.0,32.13,36.68,0.0,17.39,0.0,31.91
PAULDING,25.0,25.02,22.21,0.0,22.43,22.61,0.0,20.83,12.5,0.0,23.91,22.28,0.0,18.75,14.74,30.0,36.99,37.08,12.5,27.54,20.52,33.22
PICKENS,0.0,23.68,19.48,0.0,22.22,10.0,0.0,66.67,0.0,0.0,17.14,40.0,0.0,9.09,40.0,0.0,36.07,38.84,0.0,0.0,8.7,36.38
POLK,25.0,24.62,19.7,0.0,8.51,20.0,0.0,33.33,0.0,0.0,20.54,9.8,0.0,15.15,13.33,0.0,34.9,39.68,100.0,26.13,19.04,34.4
WALKER,0.0,24.24,22.13,0.0,13.0,21.05,0.0,33.33,25.0,0.0,16.28,22.86,0.0,17.39,31.43,33.33,29.79,33.24,0.0,18.01,15.29,29.98
TOTAL,25.0,22.88,20.76,0.0,17.4,17.33,0.0,19.54,14.67,33.33,17.92,13.91,0.0,14.66,13.96,25.81,34.72,37.62,16.67,25.18,18.89,33.11
