COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BACON,0.0,135.0,136.0,0.0,12.0,7.0,0.0,0.0,3.0,0.0,28.0,22.0,0.0,9.0,7.0,0.0,2517.0,2193.0,1.0,541.0,332.0,5943.0
BRANTLEY,0.0,166.0,209.0,0.0,15.0,14.0,0.0,3.0,3.0,0.0,23.0,15.0,0.0,6.0,3.0,1.0,4748.0,4228.0,0.0,164.0,111.0,9709.0
BRYAN,8.0,1062.0,1088.0,0.0,135.0,88.0,0.0,14.0,13.0,1.0,283.0,223.0,0.0,148.0,100.0,2.0,9410.0,8224.0,2.0,1841.0,1373.0,24015.0
CAMDEN,3.0,2613.0,2462.0,0.0,242.0,164.0,0.0,14.0,14.0,0.0,350.0,260.0,0.0,182.0,98.0,3.0,11333.0,9451.0,0.0,3287.0,2406.0,32882.0
CHARLTON,0.0,266.0,324.0,0.0,19.0,6.0,0.0,1.0,4.0,0.0,10.0,4.0,0.0,6.0,15.0,1.0,2157.0,1887.0,0.0,750.0,551.0,6001.0
CHATHAM,94.0,5805.0,5686.0,1.0,1126.0,829.0,0.0,58.0,69.0,3.0,1707.0,1368.0,3.0,974.0,877.0,16.0,50922.0,44100.0,14.0,38921.0,28041.0,180614.0
CLINCH,0.0,91.0,129.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,6.0,3.0,0.0,1426.0,1240.0,2.0,694.0,457.0,4070.0
ECHOLS,0.0,35.0,59.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0,52.0,35.0,0.0,3.0,1.0,1.0,825.0,704.0,0.0,56.0,42.0,1830.0
EFFINGHAM,3.0,987.0,1028.0,0.0,64.0,39.0,0.0,7.0,5.0,0.0,116.0,120.0,0.0,80.0,47.0,5.0,8987.0,8186.0,0.0,1229.0,964.0,21867.0
GLYNN,20.0,2518.0,2222.0,0.0,223.0,163.0,0.0,7.0,11.0,2.0,358.0,312.0,0.0,181.0,144.0,14.0,20093.0,16855.0,5.0,7026.0,4747.0,54901.0
LIBERTY,7.0,1577.0,1671.0,0.0,318.0,218.0,0.0,29.0,10.0,0.0,944.0,744.0,0.0,298.0,188.0,1.0,6502.0,5233.0,5.0,8535.0,6068.0,32348.0
LONG,2.0,377.0,366.0,0.0,37.0,34.0,0.0,3.0,6.0,0.0,176.0,118.0,0.0,53.0,21.0,2.0,2388.0,2059.0,1.0,1047.0,741.0,7431.0
LOWNDES,0.0,110.0,109.0,1.0,28.0,28.0,0.0,0.0,0.0,0.0,35.0,33.0,0.0,22.0,8.0,1.0,821.0,711.0,0.0,426.0,344.0,2677.0
MCINTOSH,0.0,174.0,206.0,0.0,24.0,15.0,0.0,1.0,2.0,0.0,28.0,13.0,0.0,12.0,18.0,0.0,2920.0,2697.0,1.0,1489.0,1169.0,8769.0
PIERCE,1.0,360.0,395.0,0.0,10.0,18.0,0.0,2.0,3.0,0.0,36.0,24.0,0.0,12.0,9.0,0.0,4827.0,4060.0,0.0,537.0,392.0,10686.0
WARE,4.0,341.0,438.0,0.0,47.0,27.0,0.0,4.0,6.0,0.0,62.0,57.0,0.0,52.0,45.0,2.0,7017.0,5755.0,2.0,3188.0,1975.0,19022.0
WAYNE,1.0,617.0,600.0,0.0,43.0,37.0,0.0,2.0,3.0,0.0,91.0,67.0,0.0,31.0,25.0,1.0,6515.0,5519.0,1.0,1649.0,1028.0,16230.0
TOTAL,143.0,17234.0,17128.0,2.0,2358.0,1697.0,0.0,145.0,153.0,6.0,4307.0,3420.0,3.0,2075.0,1609.0,50.0,143408.0,123102.0,34.0,71380.0,50741.0,438995.0
