ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,37.50,25.14,12.28,0.00,30.77,41.59,20.88,36.79
2016 Primary,33.33,8.27,10.53,0.00,10.34,28.54,12.63,23.66
2016 Primary Runoff,33.33,4.72,5.26,0.00,6.90,24.86,11.97,20.25
2016 General,71.43,57.17,47.89,0.00,70.59,66.83,48.99,63.52
2018 Primary,0.00,12.26,10.31,0.00,9.68,19.92,7.64,16.90
2018 Primary Runoff,5.88,3.58,1.02,0.00,6.45,21.40,6.17,16.14
2018 General,33.33,55.47,41.35,33.33,53.33,64.16,33.19,58.38
