ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.49,37.66,0.00,38.54
2016 Primary,32.51,27.86,0.00,30.10
2016 Primary Runoff,22.15,22.87,0.00,22.52
2016 General,68.75,68.86,0.00,68.74
2018 Primary,19.53,13.82,0.00,16.62
2018 Primary Runoff,19.40,16.31,0.00,17.81
2018 General,60.54,59.21,0.00,59.81
