ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,14.29,0.00,0.00,0.00,0.00,38.42,22.22,36.68
2016 Primary,14.29,0.00,0.00,0.00,0.00,31.03,14.29,29.47
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,24.57,14.29,23.37
2016 General,28.57,40.00,0.00,100.0,0.00,67.21,45.71,65.22
2018 Primary,0.00,0.00,0.00,0.00,0.00,25.97,13.04,24.39
2018 Primary Runoff,20.00,0.00,0.00,100.0,0.00,23.30,13.04,22.34
2018 General,40.00,50.00,0.00,0.00,0.00,67.67,34.62,64.30
