ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,47.37,43.37,0.00,45.29
2016 Primary,36.90,33.56,0.00,35.14
2016 Primary Runoff,31.37,30.84,0.00,31.08
2016 General,72.46,72.30,100.0,72.41
2018 Primary,23.83,22.00,0.00,22.87
2018 Primary Runoff,25.17,20.33,0.00,22.65
2018 General,65.81,67.34,100.0,66.63
