ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,43.92,44.92,0.00,44.25
2016 Primary,42.46,40.86,0.00,41.49
2016 Primary Runoff,25.69,26.46,0.00,25.98
2016 General,70.45,70.41,33.33,70.22
2018 Primary,31.42,26.69,0.00,28.93
2018 Primary Runoff,27.91,22.71,0.00,25.20
2018 General,69.42,70.04,0.00,69.33
