COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
BARTOW,54.21,52,36.56,31.88,0,51.3,35.32,0,28.89,35.29,0,41.7,37.17,100,37.76,31.15,44.74,57.85,59.26,33.33,56.16,43.30
CHEROKEE,59.98,63.01,44.83,40.79,75,53.98,53.89,0,46.67,47.96,55.56,49.77,43.23,100,50,45.7,50,63.14,63.21,60,62.92,53.59
COBB,57.45,46.1,39.49,33.16,43.48,55.14,47.2,0,45.7,39.57,38.1,49.84,41.13,54.55,49.14,45.91,50.54,62.9,61.19,55.07,60.31,49.98
TOTAL,58.29,51.54,42.74,37.83,48.28,55.21,48.67,,44.08,41.75,45.45,49.41,41.5,72.22,49.15,45.94,49.59,62.59,62.06,54.55,60.43,50.08
