COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
APPLING,11348.0,0.0,352.0,412.0,0.0,33.0,20.0,0.0,3.0,6.0,0.0,100.0,91.0,0.0,30.0,23.0,1.0,4367.0,3842.0,0.0,1172.0,896.0
BULLOCH,43860.0,17.0,2288.0,2543.0,0.0,195.0,158.0,0.0,16.0,15.0,1.0,261.0,250.0,0.0,146.0,147.0,17.0,14313.0,12788.0,8.0,6342.0,4355.0
BURKE,15343.0,2.0,524.0,695.0,0.0,42.0,33.0,0.0,9.0,12.0,1.0,50.0,58.0,0.0,25.0,19.0,7.0,3595.0,3378.0,6.0,4022.0,2865.0
CANDLER,5944.0,3.0,284.0,339.0,0.0,13.0,11.0,0.0,1.0,3.0,0.0,83.0,47.0,0.0,12.0,10.0,6.0,2103.0,1799.0,0.0,720.0,510.0
COFFEE,23606.0,11.0,495.0,533.0,0.0,55.0,60.0,0.0,16.0,16.0,0.0,349.0,341.0,0.0,65.0,63.0,10.0,8200.0,7069.0,5.0,3691.0,2627.0
COLUMBIA,91373.0,38.0,4322.0,4392.0,1.0,798.0,628.0,0.0,94.0,83.0,2.0,1456.0,1184.0,6.0,1517.0,1205.0,43.0,32297.0,28704.0,18.0,8199.0,6386.0
EFFINGHAM,15746.0,7.0,857.0,910.0,0.0,42.0,28.0,0.0,11.0,25.0,0.0,98.0,73.0,1.0,27.0,24.0,12.0,5998.0,5585.0,1.0,1185.0,862.0
EMANUEL,13119.0,3.0,509.0,553.0,0.0,26.0,17.0,0.0,5.0,2.0,0.0,47.0,43.0,0.0,19.0,16.0,4.0,4242.0,3665.0,1.0,2431.0,1536.0
EVANS,5840.0,0.0,263.0,279.0,0.0,15.0,13.0,0.0,3.0,3.0,0.0,47.0,43.0,0.0,12.0,12.0,2.0,1930.0,1690.0,1.0,929.0,598.0
JEFF DAVIS,8334.0,0.0,167.0,189.0,0.0,17.0,8.0,0.0,2.0,5.0,0.0,116.0,79.0,0.0,12.0,9.0,4.0,3407.0,3054.0,0.0,726.0,539.0
JENKINS,5113.0,1.0,164.0,243.0,0.0,8.0,5.0,0.0,2.0,1.0,0.0,5.0,8.0,1.0,5.0,5.0,1.0,1485.0,1349.0,0.0,1070.0,760.0
LAURENS,29973.0,5.0,617.0,712.0,0.0,112.0,84.0,0.0,21.0,14.0,0.0,108.0,107.0,1.0,99.0,84.0,8.0,9542.0,8359.0,6.0,5995.0,4099.0
MONTGOMERY,5460.0,1.0,134.0,162.0,0.0,11.0,6.0,0.0,1.0,3.0,0.0,47.0,36.0,0.0,8.0,3.0,2.0,2025.0,1821.0,1.0,674.0,525.0
RICHMOND,135473.0,515.0,8155.0,8510.0,15.0,1086.0,718.0,1.0,89.0,69.0,12.0,1139.0,856.0,10.0,766.0,536.0,84.0,23758.0,20265.0,392.0,40368.0,28129.0
SCREVEN,9121.0,0.0,308.0,353.0,0.0,11.0,13.0,0.0,6.0,1.0,0.0,16.0,11.0,0.0,17.0,12.0,3.0,2582.0,2355.0,1.0,1946.0,1486.0
TATTNALL,11779.0,7.0,557.0,645.0,0.0,33.0,34.0,0.0,6.0,4.0,1.0,181.0,141.0,0.0,23.0,13.0,7.0,4254.0,3631.0,5.0,1286.0,951.0
TOOMBS,15675.0,5.0,707.0,759.0,0.0,65.0,52.0,0.0,0.0,3.0,1.0,207.0,156.0,0.0,34.0,32.0,8.0,5429.0,4661.0,2.0,2126.0,1428.0
TREUTLEN,4271.0,1.0,83.0,76.0,0.0,5.0,2.0,0.0,3.0,1.0,0.0,9.0,9.0,0.0,4.0,4.0,3.0,1447.0,1334.0,0.0,772.0,518.0
WHEELER,3037.0,0.0,57.0,60.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,12.0,9.0,0.0,1.0,0.0,1.0,1087.0,1007.0,0.0,435.0,355.0
TOTAL,454415.0,616.0,20843.0,22365.0,16.0,2575.0,1894.0,1.0,288.0,267.0,18.0,4331.0,3542.0,19.0,2822.0,2217.0,223.0,132061.0,116356.0,447.0,84089.0,59425.0
