COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
CLAYTON,50.2,23.53,42.68,30.03,10,47.68,37.07,0,33.8,30.49,30,41.9,33.71,40,32.28,29.42,45.45,54.89,54.6,35.35,58.37,44.88
COBB,57.35,44.74,39.34,30.84,0,53.51,45.77,0,48.06,34.06,33.33,50.3,41.5,50,49.36,46.08,46.67,61.24,60.14,39.62,64.51,53.45
DOUGLAS,56.19,32.1,47.23,36.7,100,52.42,48.06,0,41.89,27.85,75,46.9,36.96,0,44.96,40.63,32,59.09,58.78,58.14,62.72,52.31
FAYETTE,68.74,50,65.08,53.76,0,63.43,63.06,0,22.22,55.56,0,53.07,48.99,100,51.72,47.66,80,69.23,67.02,33.33,76.47,70.04
FULTON,54.25,28.85,50.99,36.49,33.33,47.35,37.61,0,38.98,35.9,0,45.38,32.83,0,37.31,25.14,0,54.45,54.49,34.41,61.82,48.67
TOTAL,55.71,32.08,47.61,35.89,31.82,51.46,43.34,0.0,42.6,32.64,36.0,47.56,38.73,31.82,41.96,38.01,45.05,59.81,59.05,39.81,62.83,50.77
