COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
BAKER,2232.0,0.0,44.0,49.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,6.0,3.0,0.0,598.0,559.0,0.0,528.0,420.0
BIBB,73215.0,42.0,1959.0,2411.0,2.0,324.0,268.0,0.0,45.0,48.0,1.0,373.0,245.0,2.0,271.0,249.0,16.0,11396.0,10136.0,34.0,26105.0,19288.0
CALHOUN,3160.0,5.0,59.0,63.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,11.0,6.0,1.0,626.0,541.0,2.0,1062.0,763.0
CHATTAHOOCHEE,4008.0,1.0,223.0,306.0,0.0,33.0,34.0,0.0,5.0,0.0,0.0,108.0,99.0,0.0,39.0,33.0,0.0,1126.0,1018.0,1.0,544.0,438.0
CLAY,1931.0,0.0,32.0,39.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,417.0,365.0,0.0,649.0,416.0
CRAWFORD,8074.0,4.0,198.0,287.0,0.0,22.0,18.0,0.0,2.0,8.0,0.0,34.0,24.0,0.0,13.0,12.0,0.0,3037.0,2799.0,2.0,902.0,712.0
CRISP,12523.0,4.0,205.0,237.0,0.0,23.0,24.0,0.0,2.0,5.0,0.0,47.0,33.0,0.0,38.0,39.0,1.0,3656.0,3092.0,4.0,3118.0,1995.0
DECATUR,16538.0,11.0,305.0,404.0,0.0,42.0,35.0,0.0,9.0,5.0,0.0,122.0,98.0,0.0,33.0,21.0,7.0,5036.0,4255.0,3.0,3742.0,2410.0
DOOLY,6009.0,1.0,97.0,109.0,0.0,8.0,11.0,0.0,4.0,0.0,0.0,50.0,40.0,0.0,12.0,15.0,0.0,1462.0,1323.0,1.0,1689.0,1187.0
DOUGHERTY,65088.0,134.0,2207.0,2533.0,7.0,220.0,177.0,0.0,29.0,25.0,4.0,243.0,212.0,1.0,139.0,139.0,26.0,9208.0,7861.0,383.0,24383.0,17157.0
EARLY,7490.0,0.0,100.0,111.0,1.0,10.0,8.0,0.0,2.0,1.0,0.0,16.0,9.0,0.0,9.0,7.0,0.0,1892.0,1681.0,3.0,2192.0,1448.0
GRADY,14757.0,2.0,413.0,454.0,0.0,55.0,33.0,0.0,9.0,8.0,0.0,108.0,105.0,0.0,25.0,29.0,3.0,5090.0,4348.0,5.0,2411.0,1659.0
