COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
LEE,23002.0,12.0,803.0,882.0,2.0,63.0,79.0,0.0,12.0,14.0,0.0,137.0,108.0,1.0,144.0,131.0,12.0,8608.0,7870.0,12.0,2352.0,1760.0
MACON,6950.0,2.0,111.0,149.0,0.0,13.0,8.0,0.0,0.0,1.0,0.0,40.0,17.0,0.0,27.0,35.0,1.0,1222.0,1137.0,0.0,2410.0,1777.0
MARION,4905.0,1.0,86.0,110.0,0.0,12.0,15.0,0.0,6.0,3.0,0.0,38.0,41.0,0.0,21.0,16.0,1.0,1578.0,1422.0,0.0,864.0,691.0
MILLER,4100.0,0.0,54.0,55.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,15.0,10.0,0.0,3.0,2.0,0.0,1522.0,1371.0,0.0,622.0,436.0
MITCHELL,13304.0,4.0,413.0,459.0,0.0,16.0,22.0,0.0,8.0,2.0,0.0,58.0,63.0,0.0,24.0,18.0,5.0,3472.0,3043.0,4.0,3369.0,2324.0
MUSCOGEE,97234.0,54.0,3431.0,3296.0,5.0,855.0,615.0,2.0,65.0,46.0,4.0,1347.0,1160.0,4.0,712.0,533.0,27.0,16366.0,13700.0,40.0,32174.0,22798.0
PEACH,17971.0,12.0,474.0,518.0,0.0,59.0,51.0,0.0,10.0,12.0,0.0,240.0,195.0,0.0,49.0,40.0,4.0,4451.0,4136.0,4.0,4332.0,3384.0
QUITMAN,1612.0,0.0,27.0,45.0,0.0,4.0,2.0,0.0,5.0,4.0,0.0,4.0,3.0,0.0,3.0,3.0,0.0,426.0,387.0,0.0,413.0,286.0
RANDOLPH,4346.0,0.0,67.0,72.0,0.0,9.0,2.0,0.0,4.0,1.0,0.0,3.0,6.0,0.0,4.0,4.0,0.0,913.0,837.0,3.0,1456.0,965.0
SCHLEY,2781.0,0.0,46.0,30.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,17.0,13.0,0.0,13.0,5.0,2.0,1106.0,1002.0,0.0,319.0,219.0
SEMINOLE,5795.0,0.0,113.0,109.0,0.0,11.0,12.0,0.0,3.0,1.0,0.0,29.0,21.0,0.0,4.0,5.0,1.0,1923.0,1750.0,0.0,1069.0,744.0
STEWART,3067.0,0.0,51.0,48.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,9.0,8.0,0.0,6.0,3.0,0.0,571.0,592.0,1.0,982.0,783.0
SUMTER,17554.0,2.0,290.0,328.0,0.0,49.0,40.0,0.0,3.0,3.0,0.0,117.0,88.0,0.0,54.0,50.0,2.0,4326.0,3760.0,5.0,5068.0,3369.0
TALBOT,4582.0,0.0,84.0,110.0,0.0,12.0,10.0,0.0,4.0,1.0,0.0,11.0,9.0,0.0,4.0,3.0,0.0,943.0,900.0,0.0,1420.0,1071.0
TAYLOR,5069.0,1.0,144.0,174.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,20.0,8.0,0.0,8.0,5.0,0.0,1530.0,1379.0,3.0,1058.0,725.0
TERRELL,6705.0,2.0,184.0,180.0,0.0,15.0,19.0,0.0,3.0,2.0,0.0,17.0,10.0,0.0,7.0,11.0,0.0,1270.0,1205.0,5.0,2166.0,1609.0
WEBSTER,1557.0,0.0,22.0,15.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,431.0,401.0,0.0,379.0,291.0
TOTAL,435559.0,294.0,12242.0,13583.0,18.0,1886.0,1516.0,2.0,234.0,195.0,10.0,3228.0,2641.0,8.0,1682.0,1420.0,110.0,94202.0,82870.0,515.0,127778.0,91125.0
