COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
FORSYTH,66860.0,107.0,6876.0,6679.0,1.0,435.0,396.0,1.0,47.0,42.0,2.0,990.0,775.0,16.0,2217.0,2183.0,66.0,22921.0,20734.0,7.0,1363.0,1002.0
GWINNETT,216678.0,442.0,10164.0,8331.0,32.0,3067.0,2202.0,0.0,161.0,155.0,70.0,9137.0,6093.0,61.0,6998.0,6773.0,149.0,56009.0,50544.0,158.0,34376.0,21756.0
TOTAL,283538.0,549.0,17040.0,15010.0,33.0,3502.0,2598.0,1.0,208.0,197.0,72.0,10127.0,6868.0,77.0,9215.0,8956.0,215.0,78930.0,71278.0,165.0,35739.0,22758.0
