COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
BACON,3836.0,0.0,71.0,69.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,14.0,8.0,0.0,4.0,5.0,1.0,1798.0,1519.0,0.0,238.0,99.0
BRANTLEY,5680.0,0.0,60.0,85.0,0.0,11.0,4.0,0.0,1.0,4.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,2779.0,2554.0,0.0,108.0,52.0
BRYAN,15017.0,5.0,602.0,592.0,1.0,83.0,48.0,0.0,15.0,20.0,0.0,178.0,128.0,0.0,78.0,63.0,7.0,5893.0,5354.0,2.0,1165.0,783.0
CAMDEN,17084.0,6.0,1240.0,1127.0,0.0,85.0,56.0,0.0,13.0,15.0,0.0,129.0,98.0,1.0,86.0,40.0,3.0,5839.0,5439.0,0.0,1764.0,1143.0
CHARLTON,3392.0,0.0,150.0,158.0,0.0,10.0,5.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,4.0,11.0,1.0,1279.0,1148.0,0.0,400.0,217.0
CHATHAM,103789.0,52.0,3058.0,2518.0,1.0,608.0,419.0,1.0,65.0,49.0,2.0,902.0,636.0,2.0,552.0,439.0,50.0,30552.0,26115.0,15.0,24128.0,13625.0
CLINCH,2262.0,1.0,37.0,40.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,1.0,1.0,881.0,819.0,0.0,297.0,171.0
ECHOLS,1138.0,1.0,16.0,19.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,21.0,11.0,0.0,0.0,1.0,1.0,531.0,476.0,0.0,34.0,15.0
EFFINGHAM,14585.0,7.0,654.0,568.0,0.0,50.0,32.0,0.0,8.0,5.0,2.0,96.0,104.0,0.0,53.0,30.0,14.0,5895.0,5460.0,1.0,969.0,637.0
GLYNN,32753.0,17.0,1270.0,1041.0,0.0,109.0,88.0,0.0,11.0,16.0,3.0,157.0,136.0,1.0,101.0,73.0,21.0,12934.0,11016.0,1.0,3757.0,2001.0
LIBERTY,15379.0,3.0,585.0,486.0,0.0,113.0,80.0,0.0,13.0,8.0,0.0,317.0,226.0,1.0,107.0,62.0,2.0,2951.0,2679.0,4.0,4691.0,3051.0
LONG,3956.0,1.0,179.0,151.0,0.0,17.0,23.0,0.0,6.0,4.0,0.0,59.0,47.0,0.0,29.0,13.0,1.0,1248.0,1214.0,0.0,586.0,378.0
LOWNDES,1394.0,2.0,14.0,17.0,0.0,16.0,11.0,0.0,0.0,2.0,0.0,13.0,20.0,0.0,12.0,6.0,0.0,448.0,404.0,0.0,275.0,154.0
MCINTOSH,5417.0,0.0,97.0,95.0,0.0,12.0,6.0,0.0,1.0,1.0,0.0,13.0,7.0,0.0,6.0,2.0,2.0,1797.0,1740.0,0.0,1003.0,635.0
PIERCE,6895.0,0.0,188.0,184.0,0.0,6.0,12.0,0.0,4.0,5.0,0.0,15.0,9.0,1.0,8.0,3.0,1.0,3159.0,2881.0,0.0,249.0,170.0
WARE,11055.0,4.0,145.0,165.0,0.0,22.0,15.0,0.0,5.0,4.0,0.0,33.0,29.0,0.0,22.0,25.0,4.0,4348.0,3843.0,0.0,1580.0,811.0
WAYNE,10132.0,1.0,257.0,244.0,0.0,14.0,15.0,0.0,1.0,3.0,0.0,26.0,27.0,0.0,11.0,14.0,2.0,4337.0,3837.0,0.0,856.0,487.0
TOTAL,253764.0,100.0,8623.0,7559.0,2.0,1170.0,822.0,1.0,144.0,142.0,7.0,1984.0,1499.0,6.0,1083.0,792.0,111.0,86669.0,76498.0,23.0,42100.0,24429.0
