COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1186.0,837.0,824.0,809.0,892.0,875.0,1004.0,1005.0,916.0,2298.0,10646.0
ATKINSON,438.0,363.0,320.0,318.0,325.0,396.0,398.0,397.0,367.0,882.0,4204.0
BACON,573.0,440.0,438.0,519.0,504.0,504.0,479.0,533.0,541.0,1260.0,5791.0
BAKER,200.0,157.0,154.0,134.0,156.0,176.0,223.0,212.0,219.0,511.0,2142.0
BALDWIN,2732.0,2252.0,2012.0,1650.0,1774.0,1914.0,2216.0,2151.0,1968.0,4803.0,23472.0
BANKS,882.0,747.0,658.0,754.0,923.0,909.0,939.0,856.0,796.0,2032.0,9496.0
BARROW,3928.0,3658.0,4235.0,4075.0,4143.0,3816.0,3667.0,3304.0,2705.0,6208.0,39739.0
BARTOW,5996.0,5367.0,4954.0,4775.0,5694.0,5908.0,5860.0,5383.0,4293.0,9993.0,58223.0
BEN HILL,984.0,850.0,784.0,619.0,717.0,720.0,785.0,906.0,807.0,2019.0,9191.0
BERRIEN,1029.0,852.0,796.0,798.0,873.0,877.0,985.0,900.0,736.0,2245.0,10091.0
BIBB,10475.0,9482.0,8340.0,7412.0,7585.0,7440.0,8448.0,8492.0,7565.0,18856.0,94095.0
BLECKLEY,709.0,523.0,467.0,475.0,521.0,582.0,682.0,599.0,511.0,1585.0,6654.0
BRANTLEY,986.0,769.0,711.0,795.0,899.0,909.0,894.0,891.0,819.0,1972.0,9645.0
BROOKS,946.0,904.0,748.0,609.0,766.0,777.0,943.0,951.0,818.0,2320.0,9782.0
BRYAN,2549.0,1881.0,1861.0,2048.0,2413.0,2348.0,2374.0,1911.0,1584.0,3015.0,21984.0
BULLOCH,6893.0,5554.0,3422.0,2808.0,2938.0,2778.0,3030.0,2815.0,2545.0,6280.0,39063.0
BURKE,1539.0,1355.0,1178.0,1075.0,1145.0,1240.0,1437.0,1410.0,1256.0,2580.0,14215.0
