COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,8.60,9.80,13.47,18.67,23.54,23.31,30.28,37.31,40.50,46.04,27.88
ATKINSON,20.78,22.31,25.00,34.28,36.62,39.14,47.74,52.39,58.58,60.32,42.34
BACON,5.93,11.36,13.93,18.11,25.40,26.59,29.02,29.46,37.52,44.21,26.89
BAKER,3.50,6.37,6.49,5.97,10.90,9.09,16.59,23.11,32.42,36.40,19.19
BALDWIN,4.65,4.13,6.76,9.03,13.19,14.21,20.35,25.43,32.22,35.35,18.49
BANKS,6.01,5.35,9.42,12.60,18.85,16.94,22.15,25.82,32.66,38.78,21.64
BARROW,3.16,2.76,4.01,6.06,8.52,9.83,13.69,17.49,24.33,33.07,12.99
BARTOW,3.14,2.55,5.11,7.20,9.75,11.63,14.61,18.74,23.46,28.97,13.62
BEN HILL,1.73,2.47,2.81,3.55,7.11,6.25,9.04,13.02,18.59,18.08,9.60
BERRIEN,1.94,2.58,2.51,8.65,9.28,7.98,10.56,14.44,18.89,26.28,12.34
BIBB,5.42,5.84,8.41,11.93,17.38,21.65,25.79,31.31,40.26,45.22,23.43
BLECKLEY,2.40,3.25,3.00,3.37,6.14,7.56,11.14,14.52,22.50,25.11,12.26
BRANTLEY,5.68,6.76,13.08,14.97,21.36,20.57,23.94,26.04,32.36,36.31,22.04
BROOKS,6.45,7.30,6.68,9.20,12.40,16.86,18.98,19.87,25.06,28.49,17.31
BRYAN,3.84,2.98,3.60,5.08,6.92,10.09,15.54,20.09,25.95,30.85,12.84
BULLOCH,3.41,3.08,7.45,11.89,13.89,17.06,20.36,25.33,29.82,36.77,16.06
BURKE,6.04,4.94,8.32,8.09,13.80,12.50,17.33,24.11,29.30,33.33,17.41
BUTTS,6.17,2.86,7.70,8.20,10.47,15.77,19.91,24.67,36.68,41.05,19.95
CALHOUN,3.60,3.93,5.63,8.91,8.95,14.40,14.64,19.81,25.00,27.39,15.80
CAMDEN,2.83,2.28,3.51,5.82,8.46,11.36,16.41,20.40,27.09,35.93,14.73
CANDLER,2.62,2.48,6.30,6.68,9.85,11.57,15.56,18.63,26.05,31.01,15.98
CARROLL,2.35,2.54,4.17,7.22,8.58,11.31,14.50,18.57,24.70,33.16,13.78
CATOOSA,1.91,1.26,2.96,3.50,4.89,8.16,9.18,12.08,14.58,21.11,9.49
CHARLTON,6.64,5.86,6.48,7.39,12.71,13.24,20.00,19.80,24.57,32.12,17.24
CHATHAM,3.37,3.21,5.61,8.29,12.17,14.75,19.06,23.48,31.83,39.99,17.69
CHATTAHOOCHEE,2.69,1.03,2.24,3.76,4.22,13.09,16.73,16.96,21.38,30.19,9.10
