COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,102.0,82.00,111.0,151.0,210.0,204.0,304.0,375.0,371.0,1058.0,2968.0
ATKINSON,91.00,81.00,80.00,109.0,119.0,155.0,190.0,208.0,215.0,532.0,1780.0
BACON,34.00,50.00,61.00,94.00,128.0,134.0,139.0,157.0,203.0,557.0,1557.0
BAKER,7.00,10.00,10.00,8.00,17.00,16.00,37.00,49.00,71.00,186.0,411.0
BALDWIN,127.0,93.00,136.0,149.0,234.0,272.0,451.0,547.0,634.0,1698.0,4341.0
BANKS,53.00,40.00,62.00,95.00,174.0,154.0,208.0,221.0,260.0,788.0,2055.0
BARROW,124.0,101.0,170.0,247.0,353.0,375.0,502.0,578.0,658.0,2053.0,5161.0
BARTOW,188.0,137.0,253.0,344.0,555.0,687.0,856.0,1009.0,1007.0,2895.0,7931.0
BEN HILL,17.00,21.00,22.00,22.00,51.00,45.00,71.00,118.0,150.0,365.0,882.0
BERRIEN,20.00,22.00,20.00,69.00,81.00,70.00,104.0,130.0,139.0,590.0,1245.0
BIBB,568.0,554.0,701.0,884.0,1318.0,1611.0,2179.0,2659.0,3046.0,8526.0,22046.0
BLECKLEY,17.00,17.00,14.00,16.00,32.00,44.00,76.00,87.00,115.0,398.0,816.0
BRANTLEY,56.00,52.00,93.00,119.0,192.0,187.0,214.0,232.0,265.0,716.0,2126.0
BROOKS,61.00,66.00,50.00,56.00,95.00,131.0,179.0,189.0,205.0,661.0,1693.0
BRYAN,98.00,56.00,67.00,104.0,167.0,237.0,369.0,384.0,411.0,930.0,2823.0
BULLOCH,235.0,171.0,255.0,334.0,408.0,474.0,617.0,713.0,759.0,2309.0,6275.0
BURKE,93.00,67.00,98.00,87.00,158.0,155.0,249.0,340.0,368.0,860.0,2475.0
BUTTS,88.00,33.00,83.00,82.00,121.0,197.0,263.0,300.0,427.0,1078.0,2672.0
CALHOUN,9.00,9.00,13.00,18.00,23.00,35.00,41.00,61.00,70.00,192.0,471.0
CAMDEN,98.00,75.00,95.00,134.0,220.0,330.0,529.0,553.0,603.0,1880.0,4517.0
CANDLER,14.00,11.00,24.00,25.00,46.00,50.00,75.00,87.00,130.0,392.0,854.0
CARROLL,184.0,168.0,240.0,378.0,519.0,664.0,862.0,995.0,1134.0,3762.0,8906.0
CATOOSA,75.00,40.00,95.00,118.0,188.0,305.0,341.0,400.0,447.0,1751.0,3760.0
CHARLTON,40.00,29.00,26.00,30.00,61.00,72.00,124.0,118.0,115.0,389.0,1004.0
CHATHAM,601.0,619.0,987.0,1174.0,1652.0,1932.0,2739.0,3328.0,4055.0,12761.0,29848.0
CHATTAHOOCHEE,13.00,5.00,10.00,15.00,17.00,39.00,41.00,38.00,31.00,109.0,318.0
CHATTOOGA,67.00,80.00,101.0,112.0,182.0,198.0,260.0,335.0,386.0,1046.0,2767.0
CHEROKEE,830.0,492.0,843.0,1393.0,2176.0,2559.0,2955.0,3090.0,2985.0,8343.0,25666.0
CLARKE,503.0,681.0,907.0,908.0,941.0,853.0,970.0,1276.0,1522.0,4494.0,13055.0
CLAY,6.00,5.00,8.00,5.00,5.00,16.00,13.00,40.00,38.00,130.0,266.0
CLAYTON,496.0,357.0,600.0,941.0,1463.0,1862.0,2252.0,2591.0,2486.0,5039.0,18087.0
CLINCH,31.00,28.00,23.00,43.00,70.00,63.00,81.00,85.00,115.0,289.0,828.0
COBB,1855.0,1105.0,1877.0,2880.0,4648.0,5964.0,7772.0,8704.0,9032.0,24744.0,68581.0
COFFEE,230.0,171.0,212.0,256.0,331.0,384.0,501.0,507.0,606.0,1409.0,4607.0
COLQUITT,84.00,115.0,183.0,203.0,283.0,313.0,428.0,511.0,581.0,1700.0,4401.0
COLUMBIA,375.0,259.0,374.0,522.0,840.0,1195.0,1682.0,1845.0,2089.0,5092.0,14273.0
COOK,25.00,30.00,29.00,40.00,64.00,81.00,102.0,130.0,140.0,532.0,1173.0
COWETA,252.0,143.0,263.0,374.0,596.0,849.0,1044.0,1241.0,1340.0,4473.0,10575.0
CRAWFORD,22.00,22.00,26.00,43.00,39.00,97.00,111.0,127.0,162.0,443.0,1092.0
CRISP,79.00,46.00,74.00,94.00,149.0,176.0,222.0,292.0,373.0,978.0,2483.0
DADE,60.00,45.00,76.00,79.00,102.0,122.0,184.0,255.0,256.0,654.0,1833.0
DAWSON,50.00,57.00,67.00,101.0,149.0,181.0,273.0,302.0,374.0,1450.0,3004.0
DECATUR,59.00,53.00,65.00,93.00,121.0,183.0,266.0,307.0,336.0,1006.0,2489.0
DEKALB,1845.0,1648.0,2879.0,4025.0,6032.0,7267.0,8919.0,9951.0,10659.0,24927.0,78152.0
DODGE,66.00,77.00,109.0,109.0,161.0,177.0,189.0,234.0,270.0,807.0,2199.0
DOOLY,25.00,22.00,35.00,42.00,58.00,71.00,90.00,113.0,140.0,350.0,946.0
DOUGHERTY,220.0,214.0,359.0,468.0,634.0,759.0,1062.0,1396.0,1691.0,4386.0,11189.0
DOUGLAS,257.0,199.0,384.0,610.0,929.0,1162.0,1335.0,1390.0,1509.0,3919.0,11694.0
EARLY,28.00,29.00,35.00,54.00,66.00,69.00,85.00,103.0,119.0,394.0,982.0
ECHOLS,24.00,20.00,18.00,20.00,24.00,30.00,37.00,29.00,34.00,97.00,333.0
EFFINGHAM,111.0,97.00,146.0,254.0,343.0,414.0,595.0,621.0,649.0,1711.0,4941.0
ELBERT,26.00,33.00,30.00,54.00,57.00,117.0,130.0,170.0,212.0,782.0,1611.0
EMANUEL,66.00,64.00,77.00,87.00,105.0,146.0,235.0,274.0,316.0,959.0,2329.0
EVANS,36.00,23.00,23.00,40.00,59.00,68.00,123.0,174.0,123.0,505.0,1174.0
FANNIN,102.0,87.00,112.0,145.0,215.0,246.0,347.0,447.0,617.0,1904.0,4222.0
FAYETTE,478.0,186.0,275.0,362.0,730.0,1142.0,1617.0,2177.0,2314.0,6604.0,15885.0
FLOYD,175.0,156.0,255.0,331.0,476.0,566.0,703.0,973.0,1130.0,3729.0,8494.0
