AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.67,3.00,1.11,3.65,2.73,5.45,3.05,4.01
25-29,1.20,2.90,1.06,1.68,2.19,4.41,2.71,3.55
30-34,1.87,5.09,1.71,3.44,3.23,6.94,4.01,5.76
35-39,3.13,7.60,2.56,5.15,4.56,9.88,5.34,8.34
40-44,3.85,10.52,3.69,3.91,6.10,12.91,6.58,11.18
45-49,4.80,13.27,4.25,6.09,8.07,15.96,8.10,14.04
50-54,4.87,16.62,4.91,7.38,10.07,19.54,10.10,17.54
55-59,5.22,21.51,6.51,6.42,12.20,24.33,11.91,22.25
60-64,6.52,28.30,7.98,9.91,13.96,30.67,16.07,28.66
65-OVER,8.19,32.09,9.02,14.87,18.46,37.96,21.68,35.44
TOTAL,4.05,13.36,3.33,5.79,6.90,19.92,7.95,16.36
