COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,96.00,106.0,0.00,21.00,20.00,0.00,2.00,2.00,0.00,68.00,59.00,0.00,21.00,20.00,0.00,4351.0,3775.0,0.00,1209.0,896.0,10646.0
ATKINSON,1.00,35.00,22.00,0.00,4.00,7.00,0.00,3.00,1.00,1.00,91.00,75.00,0.00,0.00,2.00,0.00,1640.0,1425.0,0.00,520.0,377.0,4204.0
BACON,0.00,127.0,127.0,0.00,11.00,6.00,0.00,0.00,2.00,0.00,25.00,20.00,0.00,9.00,7.00,0.00,2445.0,2165.0,1.00,526.0,320.0,5791.0
BAKER,1.00,12.00,12.00,0.00,5.00,3.00,0.00,1.00,0.00,0.00,12.00,2.00,0.00,5.00,5.00,0.00,578.0,508.0,0.00,565.0,433.0,2142.0
BALDWIN,4.00,230.0,244.0,0.00,62.00,43.00,0.00,6.00,6.00,0.00,78.00,57.00,0.00,92.00,81.00,2.00,6935.0,5982.0,0.00,5761.0,3889.0,23472.0
BANKS,0.00,148.0,167.0,0.00,12.00,15.00,0.00,5.00,1.00,0.00,45.00,56.00,0.00,25.00,33.00,1.00,4586.0,4217.0,1.00,83.00,101.0,9496.0
BARROW,13.00,1226.0,1300.0,1.00,130.0,119.0,0.00,9.00,5.00,4.00,560.0,521.0,0.00,339.0,309.0,19.00,16416.0,14336.0,8.00,2546.0,1878.0,39739.0
BARTOW,2.00,2227.0,2401.0,0.00,151.0,150.0,0.00,21.00,17.00,0.00,537.0,529.0,1.00,134.0,129.0,5.00,24428.0,21918.0,1.00,3179.0,2393.0,58223.0
BEN HILL,0.00,80.00,72.00,0.00,14.00,12.00,0.00,1.00,0.00,0.00,61.00,48.00,0.00,18.00,14.00,1.00,3026.0,2608.0,0.00,1971.0,1265.0,9191.0
BERRIEN,1.00,150.0,154.0,0.00,13.00,21.00,0.00,5.00,2.00,0.00,47.00,39.00,0.00,10.00,15.00,1.00,4567.0,3998.0,0.00,621.0,447.0,10091.0
BIBB,9.00,1482.0,1538.0,0.00,310.0,252.0,0.00,24.00,19.00,3.00,317.0,235.0,0.00,355.0,350.0,2.00,22480.0,18901.0,5.00,28510.0,19303.0,94095.0
BLECKLEY,0.00,82.00,68.00,0.00,11.00,5.00,0.00,0.00,0.00,0.00,17.00,11.00,0.00,9.00,16.00,0.00,2660.0,2421.0,0.00,840.0,514.0,6654.0
BRANTLEY,0.00,147.0,182.0,0.00,14.00,13.00,0.00,3.00,1.00,0.00,19.00,13.00,0.00,5.00,1.00,0.00,4744.0,4220.0,0.00,172.0,111.0,9645.0
BROOKS,0.00,217.0,235.0,0.00,28.00,29.00,0.00,2.00,6.00,0.00,49.00,33.00,0.00,13.00,8.00,0.00,2991.0,2591.0,1.00,2049.0,1530.0,9782.0
BRYAN,6.00,805.0,842.0,0.00,116.0,71.00,0.00,8.00,10.00,0.00,234.0,188.0,0.00,116.0,95.00,1.00,8795.0,7673.0,2.00,1717.0,1305.0,21984.0
BULLOCH,0.00,1221.0,1302.0,0.00,150.0,117.0,0.00,11.00,3.00,1.00,152.0,134.0,0.00,99.00,103.0,0.00,13206.0,12143.0,0.00,6106.0,4315.0,39063.0
BURKE,0.00,201.0,252.0,0.00,33.00,17.00,0.00,1.00,4.00,0.00,33.00,37.00,0.00,24.00,14.00,1.00,3491.0,3235.0,1.00,4018.0,2853.0,14215.0
BUTTS,4.00,489.0,534.0,0.00,41.00,44.00,0.00,2.00,3.00,0.00,47.00,45.00,0.00,20.00,6.00,4.00,4768.0,4351.0,1.00,1711.0,1321.0,13391.0
CALHOUN,1.00,17.00,20.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,5.00,8.00,0.00,9.00,5.00,0.00,620.0,547.0,0.00,1026.0,720.0,2981.0
CAMDEN,0.00,2360.0,2216.0,0.00,219.0,151.0,0.00,11.00,12.00,0.00,314.0,216.0,0.00,160.0,87.00,2.00,10622.0,8837.0,0.00,3148.0,2314.0,30669.0
CANDLER,1.00,138.0,151.0,0.00,11.00,10.00,0.00,0.00,0.00,0.00,53.00,38.00,0.00,10.00,7.00,1.00,1970.0,1670.0,0.00,740.0,545.0,5345.0
CARROLL,13.00,2518.0,2523.0,0.00,292.0,231.0,0.00,15.00,8.00,0.00,393.0,370.0,0.00,150.0,117.0,5.00,24924.0,21786.0,3.00,6593.0,4668.0,64609.0
CATOOSA,2.00,1387.0,1301.0,0.00,98.00,85.00,0.00,8.00,7.00,0.00,140.0,117.0,1.00,113.0,106.0,2.00,19393.0,16147.0,1.00,402.0,331.0,39641.0
CHARLTON,0.00,236.0,293.0,0.00,18.00,8.00,0.00,2.00,2.00,0.00,11.00,4.00,0.00,5.00,12.00,0.00,2117.0,1841.0,0.00,733.0,541.0,5823.0
CHATHAM,63.00,4305.0,4269.0,0.00,982.0,725.0,0.00,54.00,51.00,1.00,1440.0,1168.0,1.00,836.0,775.0,5.00,48497.0,42025.0,8.00,37190.0,26342.0,168737.0
CHATTAHOOCHEE,0.00,106.0,97.00,0.00,31.00,35.00,0.00,2.00,0.00,0.00,78.00,81.00,0.00,22.00,22.00,0.00,1091.0,952.0,0.00,560.0,416.0,3493.0
CHATTOOGA,0.00,348.0,334.0,0.00,23.00,27.00,0.00,3.00,3.00,0.00,24.00,47.00,0.00,18.00,15.00,0.00,5969.0,5064.0,0.00,577.0,448.0,12900.0
CHEROKEE,6.00,4461.0,4896.0,1.00,684.0,636.0,0.00,44.00,39.00,0.00,1960.0,1627.0,0.00,751.0,557.0,6.00,63126.0,56463.0,1.00,4142.0,3275.0,142675.0
CLARKE,23.00,3484.0,3458.0,1.00,421.0,370.0,0.00,13.00,9.00,1.00,693.0,623.0,0.00,572.0,470.0,14.00,20349.0,18251.0,6.00,10519.0,6923.0,66200.0
CLAY,0.00,11.00,14.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,2.00,0.00,398.0,363.0,0.00,656.0,385.0,1835.0
CLAYTON,37.00,6143.0,5615.0,2.00,1137.0,823.0,0.00,40.00,32.00,5.00,1896.0,1604.0,12.00,1701.0,1794.0,3.00,11949.0,10124.0,39.00,63863.0,45276.0,152095.0
CLINCH,0.00,81.00,125.0,0.00,5.00,3.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,6.00,3.00,0.00,1421.0,1226.0,2.00,706.0,453.0,4045.0
COBB,166.0,10384.0,10665.0,21.00,4129.0,3220.0,0.00,242.0,200.0,19.00,7944.0,6438.0,13.00,5595.0,4977.0,139.0,148703.0,133826.0,78.00,67675.0,47532.0,451966.0
