COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,8.00,9.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,5.00,2.00,0.00,1378.0,1273.0,0.00,177.0,104.0,2968.0
ATKINSON,0.00,5.00,5.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,2.00,0.00,711.0,660.0,0.00,241.0,142.0,1780.0
BACON,0.00,22.00,15.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,683.0,740.0,0.00,64.00,29.00,1557.0
BAKER,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.0,123.0,0.00,106.0,58.00,411.0
BALDWIN,0.00,21.00,23.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,5.00,7.00,0.00,13.00,8.00,0.00,1409.0,1492.0,0.00,849.0,505.0,4341.0
BANKS,0.00,17.00,12.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,943.0,1058.0,0.00,6.00,12.00,2055.0
BARROW,0.00,83.00,74.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,13.00,17.00,0.00,7.00,6.00,2.00,2346.0,2344.0,0.00,168.0,96.00,5161.0
BARTOW,0.00,143.0,144.0,0.00,8.00,7.00,0.00,1.00,2.00,0.00,11.00,20.00,0.00,5.00,6.00,0.00,3517.0,3730.0,0.00,194.0,143.0,7931.0
BEN HILL,0.00,3.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,290.0,330.0,0.00,167.0,86.00,882.0
BERRIEN,0.00,3.00,11.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,517.0,576.0,0.00,87.00,47.00,1245.0
BIBB,0.00,137.0,119.0,0.00,31.00,28.00,0.00,0.00,5.00,0.00,18.00,16.00,0.00,23.00,20.00,0.00,6146.0,5628.0,0.00,6266.0,3609.0,22046.0
BLECKLEY,0.00,5.00,4.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,302.0,365.0,0.00,90.00,45.00,816.0
BRANTLEY,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1039.0,1022.0,0.00,29.00,13.00,2126.0
BROOKS,0.00,25.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,0.00,485.0,497.0,0.00,427.0,230.0,1693.0
BRYAN,1.00,57.00,54.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,6.00,5.00,0.00,0.00,3.00,0.00,1220.0,1255.0,0.00,131.0,86.00,2823.0
BULLOCH,0.00,64.00,85.00,0.00,8.00,7.00,0.00,0.00,0.00,0.00,5.00,4.00,0.00,6.00,6.00,0.00,2419.0,2329.0,0.00,859.0,483.0,6275.0
BURKE,0.00,10.00,14.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,583.0,651.0,0.00,783.0,430.0,2475.0
BUTTS,1.00,64.00,56.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,3.00,0.00,0.00,984.0,1048.0,0.00,319.0,188.0,2672.0
CALHOUN,0.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.0,107.0,0.00,147.0,88.00,471.0
CAMDEN,0.00,178.0,190.0,0.00,13.00,7.00,0.00,1.00,1.00,0.00,10.00,10.00,0.00,19.00,14.00,0.00,1787.0,1823.0,0.00,277.0,187.0,4517.0
CANDLER,0.00,7.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,329.0,393.0,0.00,72.00,40.00,854.0
CARROLL,0.00,162.0,192.0,0.00,8.00,17.00,0.00,0.00,0.00,0.00,5.00,9.00,0.00,5.00,4.00,0.00,3774.0,4035.0,0.00,427.0,268.0,8906.0
