COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,4.44,3.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,2.38,0.00,7.69,0.00,0.00,17.46,20.61,0.00,3.36,2.41,14.66
ATKINSON,0.00,0.00,2.67,0.00,16.67,22.22,0.00,0.00,0.00,0.00,2.82,1.98,0.00,0.00,0.00,0.00,17.59,19.60,0.00,15.84,13.12,16.17
BACON,0.00,2.56,5.19,0.00,0.00,0.00,0.00,0.00,25.00,0.00,2.70,0.00,0.00,11.11,12.50,0.00,13.48,17.92,0.00,1.13,1.31,12.61
BAKER,0.00,5.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.38,28.34,0.00,7.53,7.06,15.67
BALDWIN,0.00,5.10,4.73,0.00,3.45,2.22,0.00,0.00,0.00,0.00,4.65,3.23,0.00,3.00,3.23,0.00,19.52,23.36,0.00,9.43,7.15,15.00
BANKS,0.00,8.49,6.57,0.00,23.81,4.17,0.00,0.00,0.00,0.00,3.90,6.32,0.00,0.00,5.00,0.00,20.05,24.05,0.00,2.17,1.69,19.97
BARROW,4.00,4.68,5.55,0.00,2.70,2.27,0.00,0.00,11.76,0.00,1.22,1.73,0.00,2.36,2.21,7.50,14.64,17.35,0.00,2.63,1.79,12.33
BARTOW,0.00,4.51,4.78,0.00,2.79,2.74,0.00,0.00,9.38,0.00,1.17,1.69,0.00,3.76,1.76,12.12,13.14,16.30,0.00,1.83,1.61,11.78
BEN HILL,0.00,3.92,2.56,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,1.96,0.00,7.69,0.00,50.00,12.96,16.84,0.00,4.68,3.98,10.54
BERRIEN,0.00,3.29,5.42,0.00,5.00,8.00,0.00,0.00,0.00,0.00,8.57,0.00,0.00,0.00,0.00,0.00,14.99,19.00,0.00,4.33,3.09,14.78
BIBB,3.28,4.77,3.94,0.00,4.51,3.77,0.00,3.92,12.50,0.00,2.41,4.37,0.00,4.66,5.24,0.00,20.26,23.14,0.00,10.35,7.59,13.77
BLECKLEY,0.00,7.30,9.59,0.00,7.69,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,4.35,4.76,0.00,20.87,24.90,0.00,5.83,4.24,18.40
BRANTLEY,0.00,1.89,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.02,11.71,0.00,4.97,1.75,9.52
BROOKS,0.00,4.33,4.42,0.00,0.00,7.41,0.00,0.00,0.00,0.00,2.78,3.23,0.00,4.76,9.09,0.00,12.89,14.84,0.00,2.87,1.61,8.88
BRYAN,0.00,3.18,4.40,0.00,4.00,2.65,0.00,8.33,0.00,0.00,1.99,3.73,0.00,0.00,1.92,0.00,9.64,11.65,25.00,2.57,3.79,8.42
BULLOCH,0.00,2.86,3.70,0.00,0.00,4.72,0.00,9.09,0.00,0.00,2.19,0.90,0.00,4.32,3.65,0.00,13.43,16.44,0.00,1.67,1.71,10.03
BURKE,0.00,2.77,1.64,0.00,9.09,9.68,0.00,0.00,0.00,0.00,6.52,0.00,0.00,0.00,0.00,0.00,13.89,17.41,0.00,4.64,3.54,9.15
BUTTS,0.00,9.12,8.49,0.00,1.96,3.45,0.00,0.00,12.50,0.00,6.06,5.97,0.00,17.86,5.88,12.50,18.63,21.34,0.00,3.27,2.04,14.86
CALHOUN,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,16.94,18.91,0.00,8.20,6.74,11.18
CAMDEN,0.00,3.89,4.25,0.00,4.78,1.23,0.00,0.00,0.00,0.00,1.87,2.39,0.00,7.73,9.40,0.00,9.71,11.95,0.00,6.87,5.50,8.39
CANDLER,0.00,1.44,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,13.19,19.24,0.00,2.98,2.82,11.32
CARROLL,4.17,5.15,6.27,0.00,2.79,2.52,0.00,2.17,3.03,0.00,1.08,2.05,0.00,3.27,2.20,2.86,14.74,17.48,0.00,1.66,1.22,12.12
