COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,315.0,348.0,0.00,29.00,20.00,0.00,1.00,6.00,1.00,93.00,84.00,0.00,26.00,21.00,1.00,4279.0,3746.0,0.00,1161.0,873.0,11004.0
ATKINSON,3.00,84.00,75.00,0.00,6.00,9.00,0.00,5.00,1.00,1.00,142.0,101.0,0.00,1.00,1.00,0.00,1643.0,1413.0,1.00,505.0,381.0,4372.0
BACON,1.00,195.0,212.0,0.00,12.00,7.00,0.00,1.00,4.00,0.00,37.00,33.00,0.00,9.00,8.00,2.00,2611.0,2232.0,1.00,533.0,305.0,6203.0
BAKER,0.00,40.00,40.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,11.00,3.00,0.00,6.00,3.00,0.00,583.0,561.0,0.00,531.0,411.0,2195.0
BALDWIN,2.00,431.0,550.0,0.00,58.00,45.00,0.00,16.00,12.00,0.00,86.00,62.00,0.00,100.0,93.00,5.00,6777.0,5831.0,3.00,5831.0,3974.0,23876.0
BANKS,4.00,365.0,487.0,0.00,21.00,24.00,0.00,7.00,4.00,0.00,77.00,95.00,0.00,46.00,40.00,6.00,4884.0,4623.0,1.00,92.00,118.0,10894.0
BARROW,25.00,2395.0,2633.0,1.00,185.0,176.0,0.00,20.00,17.00,6.00,980.0,811.0,1.00,508.0,453.0,40.00,18002.0,16008.0,6.00,2926.0,2239.0,47432.0
BARTOW,21.00,3788.0,4160.0,1.00,215.0,219.0,0.00,35.00,32.00,0.00,770.0,712.0,1.00,186.0,170.0,33.00,25903.0,23461.0,5.00,3490.0,2615.0,65817.0
BEN HILL,2.00,153.0,156.0,0.00,18.00,11.00,0.00,3.00,2.00,0.00,70.00,51.00,0.00,26.00,19.00,2.00,3024.0,2648.0,0.00,2030.0,1257.0,9472.0
BERRIEN,2.00,213.0,240.0,0.00,20.00,25.00,0.00,7.00,6.00,0.00,70.00,56.00,0.00,16.00,18.00,6.00,4643.0,4205.0,0.00,600.0,453.0,10580.0
BIBB,61.00,2724.0,3072.0,2.00,443.0,371.0,0.00,51.00,48.00,2.00,540.0,343.0,6.00,515.0,515.0,23.00,22172.0,18909.0,34.00,30649.0,21635.0,102115.0
BLECKLEY,2.00,137.0,146.0,0.00,13.00,12.00,0.00,2.00,1.00,0.00,25.00,14.00,0.00,23.00,21.00,3.00,2707.0,2498.0,0.00,858.0,542.0,7004.0
BRANTLEY,2.00,264.0,326.0,0.00,20.00,13.00,0.00,4.00,4.00,0.00,28.00,21.00,0.00,8.00,7.00,2.00,4843.0,4389.0,0.00,161.0,114.0,10206.0
BROOKS,0.00,277.0,317.0,0.00,24.00,27.00,0.00,7.00,6.00,0.00,72.00,62.00,0.00,21.00,11.00,2.00,2987.0,2749.0,0.00,2122.0,1610.0,10294.0
BRYAN,13.00,1508.0,1545.0,1.00,150.0,113.0,0.00,24.00,33.00,1.00,402.0,322.0,1.00,191.0,156.0,12.00,10065.0,8918.0,4.00,1985.0,1476.0,26920.0
BULLOCH,12.00,2206.0,2325.0,0.00,152.0,127.0,0.00,11.00,9.00,2.00,228.0,221.0,1.00,139.0,137.0,15.00,13790.0,12239.0,7.00,6172.0,4204.0,41997.0
BURKE,3.00,506.0,670.0,0.00,33.00,31.00,0.00,6.00,10.00,0.00,46.00,53.00,0.00,24.00,16.00,7.00,3448.0,3210.0,4.00,3969.0,2768.0,14804.0
BUTTS,6.00,647.0,695.0,0.00,51.00,58.00,0.00,4.00,8.00,0.00,66.00,67.00,0.00,28.00,17.00,8.00,5352.0,4826.0,3.00,1867.0,1473.0,15176.0
CALHOUN,6.00,47.00,50.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,10.00,8.00,0.00,10.00,6.00,1.00,614.0,534.0,2.00,1025.0,742.0,3058.0
CAMDEN,8.00,3627.0,3481.0,0.00,230.0,163.0,0.00,25.00,25.00,0.00,374.0,293.0,1.00,194.0,117.0,7.00,11075.0,9646.0,1.00,3173.0,2289.0,34729.0
CANDLER,1.00,277.0,313.0,0.00,13.00,9.00,0.00,1.00,2.00,0.00,71.00,46.00,0.00,11.00,9.00,2.00,2017.0,1736.0,0.00,704.0,496.0,5708.0
CARROLL,24.00,3610.0,3621.0,4.00,359.0,278.0,0.00,46.00,33.00,0.00,651.0,586.0,0.00,214.0,182.0,35.00,27388.0,24683.0,10.00,7186.0,5342.0,74252.0
CATOOSA,16.00,3059.0,3121.0,0.00,108.0,108.0,0.00,17.00,17.00,1.00,198.0,135.0,0.00,126.0,109.0,38.00,18893.0,15845.0,2.00,419.0,362.0,42574.0
CHARLTON,0.00,384.0,470.0,1.00,23.00,9.00,0.00,4.00,5.00,0.00,12.00,10.00,0.00,11.00,21.00,4.00,2321.0,2010.0,0.00,734.0,537.0,6556.0
CHATHAM,190.0,7753.0,8011.0,7.00,1342.0,1095.0,0.00,122.0,139.0,6.00,2248.0,1854.0,5.00,1332.0,1166.0,65.00,51657.0,45766.0,49.00,41494.0,32282.0,196583.0
CHATTAHOOCHEE,0.00,196.0,277.0,0.00,33.00,31.00,0.00,4.00,1.00,0.00,94.00,96.00,0.00,36.00,27.00,0.00,1105.0,997.0,1.00,536.0,411.0,3845.0
CHATTOOGA,1.00,605.0,637.0,0.00,44.00,29.00,0.00,7.00,7.00,0.00,46.00,56.00,0.00,25.00,16.00,2.00,5832.0,4918.0,0.00,533.0,407.0,13165.0
CHEROKEE,70.00,8479.0,8950.0,4.00,911.0,852.0,0.00,76.00,86.00,5.00,2968.0,2443.0,2.00,1028.0,791.0,57.00,70291.0,63426.0,7.00,5255.0,4055.0,169756.0
CLARKE,94.00,4759.0,4837.0,2.00,507.0,373.0,0.00,24.00,23.00,11.00,1150.0,932.0,5.00,731.0,573.0,72.00,22085.0,19606.0,13.00,11351.0,7657.0,74805.0
CLAY,0.00,28.00,34.00,0.00,3.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,3.00,2.00,0.00,401.0,358.0,0.00,626.0,399.0,1858.0
CLAYTON,229.0,9172.0,8874.0,13.00,1535.0,1139.0,1.00,118.0,93.00,14.00,3175.0,2701.0,25.00,2185.0,2242.0,12.00,10869.0,9155.0,126.0,73952.0,53921.0,179551.0
CLINCH,2.00,109.0,138.0,0.00,9.00,1.00,0.00,0.00,0.00,0.00,15.00,9.00,0.00,4.00,3.00,1.00,1408.0,1229.0,0.00,638.0,465.0,4031.0
COBB,255.0,14452.0,14402.0,25.00,5293.0,4024.0,0.00,442.0,436.0,30.00,12932.0,10700.0,23.00,7804.0,6988.0,176.0,152713.0,139939.0,110.0,79217.0,57192.0,507153.0
COFFEE,12.00,436.0,486.0,0.00,50.00,57.00,0.00,16.00,12.00,0.00,313.0,304.0,0.00,63.00,57.00,8.00,7941.0,6821.0,4.00,3561.0,2511.0,22652.0
COLQUITT,18.00,662.0,698.0,0.00,81.00,44.00,0.00,11.00,6.00,0.00,440.0,382.0,0.00,50.00,52.00,4.00,8092.0,6989.0,1.00,3021.0,2146.0,22697.0
COLUMBIA,47.00,4686.0,4773.0,0.00,794.0,618.0,0.00,96.00,76.00,3.00,1421.0,1165.0,6.00,1507.0,1196.0,41.00,36010.0,32161.0,20.00,8671.0,6835.0,100126.0
COOK,0.00,129.0,176.0,0.00,29.00,22.00,0.00,3.00,3.00,0.00,71.00,53.00,0.00,23.00,20.00,1.00,3437.0,3088.0,0.00,1564.0,1066.0,9685.0
COWETA,51.00,5515.0,5629.0,3.00,382.0,314.0,0.00,18.00,29.00,6.00,1169.0,880.0,2.00,522.0,378.0,58.00,34502.0,31208.0,17.00,8185.0,5659.0,94527.0
CRAWFORD,4.00,190.0,265.0,0.00,24.00,16.00,0.00,1.00,5.00,0.00,30.00,20.00,0.00,10.00,11.00,0.00,2946.0,2731.0,2.00,893.0,692.0,7840.0
CRISP,4.00,188.0,214.0,0.00,18.00,25.00,0.00,0.00,5.00,0.00,42.00,33.00,0.00,38.00,39.00,1.00,3551.0,3001.0,4.00,3034.0,1956.0,12153.0
DADE,0.00,616.0,711.0,2.00,16.00,18.00,0.00,4.00,10.00,1.00,30.00,28.00,0.00,20.00,20.00,5.00,4726.0,4778.0,0.00,25.00,28.00,11038.0
DAWSON,12.00,833.0,937.0,0.00,27.00,44.00,0.00,5.00,14.00,0.00,103.0,89.00,0.00,50.00,37.00,4.00,8379.0,7679.0,0.00,32.00,45.00,18290.0
DECATUR,10.00,280.0,374.0,0.00,40.00,35.00,0.00,8.00,2.00,0.00,117.0,93.00,0.00,30.00,18.00,5.00,4944.0,4165.0,3.00,3683.0,2367.0,16174.0
DEKALB,137.0,23785.0,24278.0,4.00,5127.0,3903.0,0.00,318.0,289.0,4.00,6012.0,5035.0,4.00,7094.0,6298.0,5.00,88129.0,78441.0,28.00,155751.0,117133.0,521775.0
DODGE,1.00,197.0,213.0,0.00,15.00,9.00,0.00,2.00,2.00,0.00,29.00,25.00,0.00,18.00,12.00,4.00,3896.0,3519.0,1.00,1628.0,1054.0,10625.0
DOOLY,1.00,96.00,103.0,0.00,10.00,8.00,0.00,2.00,0.00,0.00,47.00,36.00,0.00,12.00,16.00,0.00,1432.0,1285.0,1.00,1667.0,1168.0,5884.0
DOUGHERTY,150.0,2085.0,2377.0,7.00,183.0,156.0,0.00,26.00,17.00,5.00,222.0,178.0,1.00,132.0,124.0,26.00,9040.0,7687.0,442.0,23110.0,16109.0,62077.0
DOUGLAS,62.00,4667.0,4424.0,4.00,747.0,504.0,0.00,56.00,52.00,3.00,1505.0,1214.0,1.00,468.0,391.0,23.00,20907.0,18522.0,37.00,23616.0,16945.0,94148.0
EARLY,0.00,86.00,105.0,1.00,10.00,6.00,0.00,1.00,1.00,0.00,13.00,9.00,0.00,10.00,7.00,0.00,1867.0,1656.0,3.00,2140.0,1394.0,7309.0
ECHOLS,0.00,45.00,69.00,0.00,9.00,7.00,0.00,2.00,2.00,0.00,69.00,54.00,0.00,1.00,3.00,1.00,847.0,753.0,0.00,57.00,40.00,1959.0
EFFINGHAM,15.00,2405.0,2556.0,2.00,114.0,89.00,0.00,23.00,25.00,1.00,286.0,242.0,2.00,119.0,83.00,32.00,15021.0,13835.0,2.00,2615.0,1986.0,39453.0
ELBERT,3.00,231.0,270.0,0.00,18.00,17.00,0.00,4.00,0.00,0.00,55.00,54.00,0.00,25.00,22.00,0.00,4174.0,3645.0,1.00,1861.0,1290.0,11670.0
EMANUEL,2.00,446.0,478.0,0.00,23.00,16.00,0.00,5.00,3.00,0.00,43.00,39.00,0.00,21.00,16.00,3.00,4100.0,3526.0,2.00,2374.0,1472.0,12569.0
EVANS,1.00,246.0,242.0,0.00,14.00,11.00,0.00,3.00,2.00,0.00,46.00,45.00,0.00,12.00,11.00,0.00,1874.0,1634.0,1.00,920.0,590.0,5652.0
FANNIN,7.00,487.0,506.0,0.00,30.00,31.00,0.00,13.00,13.00,0.00,48.00,51.00,0.00,26.00,12.00,2.00,8695.0,7771.0,0.00,20.00,13.00,17725.0
FAYETTE,56.00,5366.0,5138.0,1.00,563.0,467.0,0.00,42.00,35.00,6.00,1046.0,885.0,3.00,957.0,777.0,50.00,27434.0,24958.0,22.00,10006.0,8002.0,85814.0
FLOYD,11.00,2589.0,2869.0,2.00,120.0,95.00,0.00,19.00,21.00,1.00,600.0,502.0,2.00,226.0,186.0,14.00,22144.0,19031.0,3.00,4147.0,2717.0,55299.0
FORSYTH,156.0,16105.0,16200.0,6.00,856.0,784.0,1.00,118.0,97.00,4.00,2119.0,1887.0,19.00,3775.0,3531.0,115.0,50329.0,45703.0,2.00,2138.0,1737.0,145682.0
FRANKLIN,3.00,363.0,422.0,0.00,25.00,14.00,0.00,1.00,3.00,1.00,44.00,48.00,0.00,30.00,32.00,1.00,5957.0,5410.0,0.00,531.0,379.0,13264.0
FULTON,1041.0,51454.0,50228.0,43.00,6847.0,5745.0,4.00,376.0,350.0,44.00,8404.0,7232.0,75.00,10771.0,10079.0,338.0,148425.0,142085.0,340.0,172289.0,135999.0,752169.0
GILMER,4.00,591.0,659.0,1.00,33.00,46.00,0.00,10.00,7.00,0.00,176.0,164.0,1.00,26.00,24.00,12.00,9096.0,8416.0,0.00,22.00,33.00,19321.0
GLASCOCK,0.00,37.00,47.00,0.00,1.00,3.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,896.0,785.0,0.00,67.00,58.00,1899.0
GLYNN,31.00,2994.0,2836.0,0.00,262.0,180.0,0.00,24.00,26.00,3.00,467.0,399.0,1.00,242.0,190.0,30.00,20812.0,17464.0,12.00,7272.0,4797.0,58042.0
GORDON,5.00,561.0,712.0,0.00,59.00,62.00,0.00,22.00,25.00,0.00,796.0,651.0,0.00,102.0,85.00,4.00,13971.0,12439.0,0.00,636.0,554.0,30684.0
GRADY,1.00,388.0,434.0,0.00,54.00,31.00,0.00,5.00,6.00,0.00,97.00,100.0,0.00,22.00,26.00,1.00,4951.0,4227.0,5.00,2354.0,1576.0,14278.0
GREENE,8.00,411.0,420.0,0.00,23.00,24.00,0.00,1.00,1.00,0.00,57.00,59.00,0.00,37.00,28.00,1.00,4089.0,3779.0,1.00,2123.0,1448.0,12510.0
GWINNETT,1108.0,30634.0,30059.0,80.00,7600.0,6229.0,5.00,514.0,446.0,131.0,21678.0,17990.0,141.0,20202.0,19641.0,287.0,123323.0,112611.0,342.0,84027.0,62630.0,539678.0
HABERSHAM,10.00,946.0,1095.0,0.00,52.00,58.00,0.00,12.00,4.00,0.00,317.0,368.0,0.00,146.0,139.0,11.00,11364.0,10088.0,0.00,272.0,218.0,25100.0
HALL,68.00,7364.0,8124.0,0.00,484.0,446.0,0.00,50.00,56.00,27.00,4392.0,4071.0,4.00,624.0,569.0,78.00,42953.0,38277.0,4.00,4384.0,3348.0,115323.0
HANCOCK,1.00,121.0,128.0,0.00,13.00,8.00,0.00,0.00,2.00,0.00,3.00,10.00,0.00,2.00,4.00,0.00,672.0,672.0,1.00,2279.0,1844.0,5760.0
HARALSON,4.00,520.0,592.0,0.00,30.00,30.00,0.00,11.00,10.00,0.00,36.00,33.00,0.00,40.00,40.00,11.00,8482.0,7523.0,0.00,411.0,330.0,18103.0
HARRIS,7.00,741.0,762.0,0.00,81.00,80.00,0.00,9.00,8.00,1.00,186.0,144.0,1.00,99.00,55.00,7.00,9388.0,8718.0,3.00,1916.0,1583.0,23789.0
HART,3.00,378.0,399.0,0.00,11.00,25.00,0.00,6.00,1.00,0.00,46.00,49.00,0.00,59.00,47.00,5.00,6178.0,5526.0,0.00,1356.0,965.0,15054.0
HEARD,1.00,152.0,228.0,0.00,14.00,8.00,0.00,7.00,5.00,0.00,18.00,17.00,0.00,12.00,11.00,3.00,2973.0,2665.0,0.00,387.0,305.0,6806.0
