COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1225.0,918.0,745.0,812.0,841.0,918.0,953.0,987.0,999.0,2606.0,11004.0
ATKINSON,511.0,405.0,329.0,322.0,329.0,346.0,390.0,402.0,358.0,980.0,4372.0
BACON,651.0,480.0,459.0,475.0,571.0,547.0,513.0,519.0,561.0,1427.0,6203.0
BAKER,205.0,170.0,155.0,157.0,147.0,165.0,193.0,231.0,201.0,571.0,2195.0
BALDWIN,2497.0,2182.0,1923.0,1850.0,1675.0,1798.0,1991.0,2275.0,2130.0,5555.0,23876.0
BANKS,1121.0,888.0,814.0,851.0,884.0,1026.0,1048.0,978.0,922.0,2362.0,10894.0
BARROW,5301.0,4592.0,4553.0,4616.0,4077.0,4368.0,4179.0,4044.0,3484.0,8218.0,47432.0
BARTOW,7319.0,6234.0,5558.0,5428.0,5246.0,6148.0,6319.0,6175.0,5346.0,12044.0,65817.0
BEN HILL,974.0,812.0,751.0,750.0,669.0,740.0,754.0,841.0,865.0,2316.0,9472.0
BERRIEN,1025.0,934.0,834.0,812.0,818.0,952.0,893.0,984.0,879.0,2449.0,10580.0
BIBB,11728.0,10564.0,9216.0,8435.0,7542.0,7915.0,8133.0,8916.0,8385.0,21281.0,102115.0
BLECKLEY,728.0,575.0,515.0,523.0,515.0,581.0,629.0,667.0,578.0,1693.0,7004.0
BRANTLEY,1034.0,914.0,746.0,781.0,814.0,948.0,938.0,982.0,852.0,2197.0,10206.0
BROOKS,956.0,883.0,843.0,740.0,681.0,797.0,862.0,983.0,941.0,2608.0,10294.0
BRYAN,2996.0,2232.0,2504.0,2678.0,2699.0,2901.0,2484.0,2396.0,1969.0,4061.0,26920.0
BULLOCH,7019.0,5064.0,3919.0,3402.0,2976.0,3226.0,3035.0,3135.0,2895.0,7326.0,41997.0
BURKE,1495.0,1370.0,1167.0,1194.0,1108.0,1264.0,1294.0,1473.0,1373.0,3066.0,14804.0
BUTTS,1587.0,1370.0,1199.0,1222.0,1149.0,1293.0,1391.0,1478.0,1257.0,3230.0,15176.0
CALHOUN,287.0,247.0,192.0,225.0,241.0,243.0,256.0,279.0,306.0,782.0,3058.0
CAMDEN,3596.0,3662.0,3270.0,2850.0,2468.0,2868.0,3059.0,3303.0,2864.0,6789.0,34729.0
CANDLER,593.0,483.0,416.0,407.0,431.0,487.0,463.0,518.0,483.0,1427.0,5708.0
CARROLL,9278.0,7730.0,6525.0,6168.0,5832.0,6671.0,6423.0,6259.0,5499.0,13867.0,74252.0
CATOOSA,4262.0,3507.0,3270.0,3472.0,3559.0,3972.0,3761.0,3697.0,3364.0,9710.0,42574.0
