COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,36.00,26.00,60.00,62.00,82.00,93.00,108.0,183.0,232.0,731.0,1613.0
ATKINSON,28.00,13.00,15.00,25.00,36.00,48.00,72.00,72.00,96.00,302.0,707.0
BACON,16.00,14.00,19.00,19.00,41.00,56.00,51.00,68.00,105.0,393.0,782.0
BAKER,7.000,3.000,8.000,13.00,14.00,21.00,31.00,49.00,47.00,151.0,344.0
BALDWIN,56.00,43.00,81.00,114.0,121.0,186.0,293.0,426.0,512.0,1750.0,3582.0
BANKS,60.00,38.00,50.00,93.00,131.0,194.0,217.0,235.0,256.0,901.0,2175.0
BARROW,116.0,119.0,153.0,249.0,329.0,434.0,558.0,679.0,727.0,2486.0,5850.0
BARTOW,146.0,121.0,162.0,267.0,318.0,557.0,830.0,1027.0,1103.0,3223.0,7754.0
BEN HILL,12.00,14.00,27.00,30.00,32.00,55.00,73.00,120.0,157.0,478.0,998.0
BERRIEN,37.00,36.00,51.00,66.00,95.00,112.0,116.0,163.0,191.0,697.0,1564.0
BIBB,302.0,235.0,345.0,459.0,594.0,847.0,1119.0,1664.0,1953.0,6539.0,14057.0
BLECKLEY,39.00,15.00,29.00,45.00,63.00,80.00,113.0,154.0,183.0,568.0,1289.0
BRANTLEY,15.00,17.00,26.00,28.00,46.00,83.00,97.00,118.0,130.0,412.0,972.0
BROOKS,16.00,14.00,30.00,32.00,26.00,38.00,48.00,104.0,118.0,488.0,914.0
BRYAN,57.00,48.00,61.00,81.00,109.0,195.0,259.0,296.0,335.0,826.0,2267.0
BULLOCH,99.00,79.00,166.0,203.0,207.0,266.0,353.0,447.0,545.0,1848.0,4213.0
BURKE,27.00,19.00,29.00,27.00,52.00,78.00,107.0,152.0,191.0,672.0,1354.0
BUTTS,60.00,26.00,43.00,79.00,90.00,150.0,230.0,266.0,283.0,1028.0,2255.0
CALHOUN,7.000,3.000,5.000,10.00,15.00,22.00,27.00,30.00,46.00,177.0,342.0
CAMDEN,48.00,48.00,50.00,80.00,109.0,180.0,254.0,383.0,391.0,1371.0,2914.0
CANDLER,9.000,10.00,14.00,19.00,18.00,52.00,51.00,68.00,63.00,342.0,646.0
CARROLL,197.0,156.0,212.0,331.0,415.0,663.0,811.0,992.0,1176.0,4047.0,9000.0
CATOOSA,58.00,34.00,45.00,78.00,115.0,197.0,263.0,273.0,372.0,1517.0,2952.0
CHARLTON,16.00,9.000,24.00,15.00,14.00,31.00,33.00,62.00,72.00,283.0,559.0
CHATHAM,335.0,267.0,485.0,695.0,758.0,1173.0,1430.0,1981.0,2448.0,9726.0,19298.0
CHATTAHOOCHEE,14.00,8.000,7.000,19.00,26.00,32.00,39.00,55.00,70.00,139.0,409.0
CHATTOOGA,29.00,11.00,28.00,43.00,63.00,86.00,86.00,157.0,177.0,647.0,1327.0
CHEROKEE,499.0,309.0,432.0,656.0,958.0,1618.0,2044.0,2669.0,2823.0,8826.0,20834.0
CLARKE,188.0,165.0,216.0,257.0,287.0,380.0,431.0,540.0,694.0,2947.0,6105.0
CLAY,6.000,3.000,8.000,21.00,8.000,19.00,22.00,38.00,57.00,208.0,390.0
CLAYTON,157.0,141.0,174.0,271.0,354.0,581.0,771.0,1049.0,1269.0,3715.0,8482.0
CLINCH,5.000,3.000,8.000,10.00,14.00,24.00,31.00,28.00,44.00,144.0,311.0
COBB,1753.0,960.0,1470.0,2067.0,2875.0,4413.0,5772.0,7638.0,8419.0,26580.0,61947.0
COFFEE,54.00,36.00,40.00,96.00,106.0,157.0,181.0,257.0,250.0,888.0,2065.0
COLQUITT,57.00,46.00,68.00,115.0,113.0,185.0,249.0,311.0,411.0,1486.0,3041.0
COLUMBIA,432.0,296.0,481.0,737.0,890.0,1260.0,1635.0,2100.0,2340.0,6610.0,16781.0
COOK,30.00,22.00,26.00,36.00,54.00,84.00,106.0,123.0,126.0,548.0,1155.0
COWETA,220.0,169.0,244.0,337.0,488.0,802.0,1151.0,1288.0,1449.0,4933.0,11081.0
CRAWFORD,17.00,15.00,20.00,37.00,43.00,60.00,100.0,144.0,143.0,472.0,1051.0
CRISP,17.00,20.00,25.00,25.00,48.00,74.00,79.00,123.0,168.0,695.0,1274.0
DADE,17.00,15.00,32.00,39.00,52.00,73.00,74.00,122.0,163.0,501.0,1088.0
DAWSON,51.00,41.00,52.00,82.00,128.0,183.0,254.0,329.0,418.0,1611.0,3149.0
DECATUR,38.00,34.00,49.00,62.00,77.00,124.0,136.0,203.0,224.0,795.0,1742.0
DEKALB,1117.0,941.0,1520.0,2066.0,2345.0,3261.0,4136.0,5041.0,5689.0,18259.0,44375.0
DODGE,32.00,29.00,42.00,69.00,78.00,128.0,165.0,167.0,209.0,749.0,1668.0
DOOLY,12.00,21.00,22.00,20.00,29.00,35.00,51.00,82.00,93.00,374.0,739.0
DOUGHERTY,58.00,54.00,75.00,117.0,135.0,204.0,349.0,500.0,690.0,2753.0,4935.0
DOUGLAS,161.0,107.0,118.0,198.0,306.0,515.0,720.0,917.0,1024.0,3471.0,7537.0
EARLY,22.00,42.00,54.00,73.00,77.00,101.0,127.0,145.0,207.0,638.0,1486.0
ECHOLS,9.000,10.00,13.00,11.00,11.00,18.00,19.00,27.00,30.00,110.0,258.0
