COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BAKER,0.0,39.0,39.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,6.0,3.0,0.0,587.0,563.0,0.0,533.0,416.0,2206.0
BIBB,49.0,1843.0,2350.0,2.0,279.0,217.0,0.0,31.0,37.0,1.0,325.0,207.0,3.0,236.0,195.0,16.0,10939.0,9754.0,30.0,25443.0,18582.0,70539.0
CALHOUN,6.0,47.0,49.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,10.0,6.0,1.0,616.0,539.0,2.0,1028.0,745.0,3070.0
CHATTAHOOCHEE,0.0,196.0,273.0,0.0,33.0,30.0,0.0,4.0,1.0,0.0,94.0,94.0,0.0,36.0,27.0,0.0,1099.0,980.0,1.0,534.0,404.0,3806.0
CLAY,0.0,28.0,35.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,403.0,358.0,0.0,627.0,398.0,1862.0
CRAWFORD,4.0,190.0,264.0,0.0,24.0,16.0,0.0,1.0,5.0,0.0,29.0,20.0,0.0,10.0,11.0,0.0,2947.0,2728.0,2.0,893.0,691.0,7835.0
CRISP,4.0,189.0,222.0,0.0,18.0,25.0,0.0,0.0,5.0,0.0,42.0,33.0,0.0,37.0,39.0,1.0,3566.0,3012.0,4.0,3038.0,1977.0,12212.0
DECATUR,10.0,281.0,385.0,0.0,41.0,36.0,0.0,9.0,2.0,0.0,117.0,94.0,0.0,30.0,18.0,5.0,4959.0,4187.0,3.0,3700.0,2392.0,16269.0
DOOLY,1.0,94.0,105.0,0.0,10.0,8.0,0.0,2.0,0.0,0.0,46.0,35.0,0.0,11.0,16.0,0.0,1435.0,1293.0,1.0,1672.0,1176.0,5905.0
DOUGHERTY,143.0,2078.0,2405.0,6.0,184.0,154.0,0.0,26.0,18.0,5.0,222.0,181.0,1.0,135.0,124.0,23.0,9062.0,7709.0,425.0,23139.0,16193.0,62233.0
