COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BALDWIN,0.0,315.0,340.0,0.0,66.0,51.0,0.0,10.0,6.0,0.0,89.0,59.0,0.0,98.0,80.0,3.0,7078.0,6096.0,2.0,5892.0,4026.0,24211.0
BARROW,14.0,1681.0,1801.0,1.0,142.0,144.0,0.0,13.0,7.0,5.0,697.0,618.0,1.0,420.0,344.0,29.0,17389.0,15210.0,8.0,2698.0,2032.0,43254.0
BUTTS,1.0,545.0,579.0,0.0,41.0,50.0,0.0,3.0,4.0,0.0,49.0,47.0,0.0,22.0,11.0,2.0,5024.0,4515.0,2.0,1792.0,1381.0,14068.0
CLARKE,49.0,3758.0,3804.0,1.0,452.0,374.0,0.0,17.0,16.0,5.0,705.0,543.0,1.0,634.0,522.0,37.0,20293.0,18109.0,8.0,8566.0,5561.0,63455.0
COLUMBIA,4.0,527.0,542.0,0.0,57.0,44.0,0.0,6.0,8.0,0.0,98.0,77.0,0.0,77.0,65.0,4.0,4696.0,4346.0,2.0,960.0,803.0,12316.0
GLASCOCK,0.0,23.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,909.0,810.0,0.0,65.0,61.0,1904.0
GREENE,2.0,359.0,374.0,0.0,17.0,23.0,0.0,1.0,1.0,0.0,46.0,50.0,0.0,20.0,25.0,0.0,3875.0,3598.0,0.0,2190.0,1536.0,12117.0
GWINNETT,35.0,2422.0,2397.0,1.0,449.0,419.0,0.0,31.0,14.0,7.0,1109.0,934.0,3.0,523.0,498.0,29.0,14689.0,13507.0,20.0,4823.0,3811.0,45721.0
HANCOCK,0.0,62.0,62.0,0.0,13.0,8.0,0.0,0.0,1.0,0.0,4.0,10.0,0.0,3.0,4.0,0.0,663.0,670.0,0.0,2443.0,1990.0,5933.0
HENRY,6.0,1455.0,1401.0,0.0,288.0,228.0,0.0,3.0,5.0,0.0,264.0,220.0,1.0,123.0,70.0,6.0,11639.0,10643.0,5.0,3540.0,2522.0,32419.0
JASPER,0.0,145.0,155.0,0.0,12.0,7.0,0.0,3.0,0.0,0.0,36.0,30.0,0.0,8.0,8.0,2.0,3474.0,3224.0,0.0,985.0,764.0,8853.0
JEFFERSON,2.0,224.0,224.0,1.0,12.0,10.0,0.0,1.0,1.0,0.0,13.0,8.0,0.0,7.0,7.0,1.0,2366.0,2053.0,4.0,3396.0,2358.0,10688.0
JOHNSON,0.0,30.0,45.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,3.0,7.0,1.0,1859.0,1674.0,0.0,963.0,666.0,5265.0
LINCOLN,1.0,129.0,159.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,7.0,5.0,0.0,12.0,6.0,0.0,1943.0,1905.0,0.0,954.0,710.0,5851.0
MCDUFFIE,2.0,207.0,268.0,0.0,17.0,10.0,0.0,5.0,1.0,0.0,51.0,31.0,0.0,23.0,21.0,2.0,4504.0,3876.0,0.0,3235.0,2171.0,14424.0
MORGAN,0.0,250.0,253.0,0.0,21.0,13.0,0.0,2.0,3.0,0.0,50.0,36.0,0.0,31.0,18.0,2.0,4758.0,4347.0,1.0,1514.0,1115.0,12414.0
NEWTON,0.0,384.0,424.0,0.0,31.0,17.0,0.0,5.0,9.0,0.0,77.0,59.0,0.0,25.0,16.0,0.0,5780.0,5339.0,0.0,1314.0,1047.0,14527.0
OCONEE,27.0,1115.0,1125.0,0.0,79.0,93.0,0.0,5.0,6.0,2.0,164.0,160.0,0.0,224.0,194.0,11.0,11654.0,10565.0,1.0,580.0,432.0,26437.0
OGLETHORPE,1.0,255.0,290.0,0.0,26.0,16.0,0.0,2.0,4.0,0.0,30.0,35.0,0.0,13.0,7.0,1.0,3697.0,3302.0,0.0,732.0,565.0,8976.0
PUTNAM,3.0,266.0,291.0,0.0,15.0,30.0,0.0,0.0,5.0,0.0,72.0,55.0,0.0,30.0,31.0,5.0,5069.0,4590.0,3.0,1750.0,1249.0,13464.0
TALIAFERRO,1.0,10.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,247.0,219.0,0.0,366.0,368.0,1242.0
WALTON,8.0,4370.0,4183.0,0.0,208.0,170.0,0.0,11.0,5.0,0.0,307.0,242.0,0.0,181.0,158.0,10.0,21903.0,19315.0,2.0,4553.0,3143.0,58769.0
WARREN,0.0,36.0,56.0,0.0,7.0,11.0,0.0,3.0,4.0,0.0,5.0,3.0,0.0,5.0,3.0,0.0,716.0,674.0,0.0,1216.0,872.0,3611.0
WASHINGTON,0.0,135.0,138.0,0.0,17.0,16.0,0.0,1.0,2.0,0.0,21.0,10.0,0.0,12.0,10.0,0.0,3135.0,2781.0,0.0,3751.0,2516.0,12545.0
WILKES,0.0,76.0,83.0,0.0,10.0,11.0,0.0,2.0,2.0,0.0,12.0,9.0,0.0,9.0,7.0,1.0,1955.0,1802.0,0.0,1540.0,1055.0,6574.0
TOTAL,156.0,18779.0,19043.0,4.0,1994.0,1759.0,0.0,127.0,108.0,19.0,3916.0,3250.0,6.0,2504.0,2112.0,146.0,159315.0,143170.0,58.0,59818.0,42754.0,459038.0
