,CONGRESSIONAL DISTRICT,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
12,Congressional District 14,123.0,20328.0,21643.0,9.0,1526.0,1236.0,1.0,244.0,240.0,16.0,7685.0,6958.0,2.0,1374.0,1069.0,195.0,175568.0,155158.0,32.0,20882.0,15577.0,429866.0
