AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,73.72,39.42,70.63,33.02,21.10,43.08,38.83,5.130
25-29,109.43,28.42,24.93,276.13,72.68,60.92,235.68,4.020
30-34,79.25,48.13,28.05,224.39,111.92,24.59,64.58,6.340
35-39,34.43,30.44,27.53,161.88,20.71,25.08,58.97,9.100
40-44,32.08,51.90,33.52,62.66,43.98,36.08,62.92,11.76
45-49,32.22,43.36,41.21,76.32,53.01,33.63,71.77,14.15
50-54,35.32,39.30,52.68,54.79,29.43,26.06,211.75,16.73
55-59,36.34,44.89,45.80,86.54,86.45,29.22,96.24,20.32
60-64,41.33,46.77,30.47,340.34,32.88,40.56,125.65,25.65
65-OVER,50.44,48.52,69.72,116.88,76.79,36.16,144.86,32.36
TOTAL,52.90,15.78,67.04,33.01,58.27,22.12,9.110,15.90
