COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1133.0,942.0,845.0,809.0,880.0,901.0,944.0,1026.0,986.0,2470.0,10936.0
ATKINSON,426.0,407.0,325.0,346.0,331.0,385.0,407.0,408.0,364.0,975.0,4374.0
BACON,608.0,484.0,483.0,506.0,556.0,529.0,483.0,518.0,551.0,1404.0,6122.0
BAKER,183.0,177.0,148.0,145.0,151.0,168.0,219.0,219.0,206.0,547.0,2163.0
BALDWIN,2571.0,2455.0,2016.0,1855.0,1671.0,1884.0,2181.0,2259.0,2051.0,5268.0,24211.0
BANKS,866.0,830.0,675.0,806.0,867.0,939.0,978.0,895.0,870.0,2254.0,9980.0
BARROW,4041.0,4176.0,4410.0,4365.0,4144.0,4156.0,3980.0,3698.0,3082.0,7203.0,43255.0
BARTOW,6074.0,6017.0,5343.0,5150.0,5369.0,6303.0,6301.0,5758.0,4844.0,11313.0,62472.0
BEN HILL,852.0,898.0,801.0,690.0,667.0,730.0,780.0,851.0,902.0,2184.0,9355.0
BERRIEN,927.0,938.0,860.0,808.0,867.0,888.0,969.0,974.0,820.0,2412.0,10463.0
BIBB,9622.0,10086.0,8608.0,7879.0,7351.0,7438.0,8257.0,8780.0,7951.0,20256.0,96228.0
BLECKLEY,677.0,587.0,490.0,534.0,504.0,581.0,694.0,644.0,537.0,1688.0,6936.0
BRANTLEY,887.0,832.0,754.0,795.0,832.0,927.0,1012.0,922.0,853.0,2134.0,9948.0
BROOKS,833.0,925.0,841.0,690.0,678.0,774.0,893.0,989.0,872.0,2509.0,10004.0
BRYAN,2569.0,2133.0,2231.0,2400.0,2601.0,2623.0,2522.0,2195.0,1824.0,3524.0,24622.0
BULLOCH,5929.0,5982.0,4032.0,3176.0,2928.0,2978.0,3162.0,3051.0,2778.0,6806.0,40822.0
BURKE,1399.0,1392.0,1202.0,1178.0,1082.0,1254.0,1406.0,1451.0,1370.0,2868.0,14602.0
BUTTS,1336.0,1263.0,1145.0,1093.0,1138.0,1219.0,1404.0,1320.0,1224.0,2927.0,14069.0
CALHOUN,231.0,253.0,211.0,242.0,229.0,256.0,278.0,279.0,311.0,727.0,3017.0
CAMDEN,3153.0,3636.0,3267.0,2732.0,2518.0,2997.0,3319.0,3168.0,2519.0,6111.0,33420.0
CANDLER,493.0,502.0,395.0,376.0,444.0,475.0,499.0,485.0,511.0,1369.0,5549.0
CARROLL,6990.0,7238.0,6204.0,5626.0,5793.0,6261.0,6174.0,5865.0,4967.0,12556.0,67674.0
CATOOSA,3985.0,3722.0,3453.0,3669.0,3829.0,4056.0,4004.0,3519.0,3316.0,9283.0,42836.0
CHARLTON,569.0,608.0,456.0,424.0,459.0,550.0,611.0,636.0,508.0,1321.0,6142.0
CHATHAM,17328.0,21695.0,19713.0,16780.0,13909.0,14190.0,15041.0,15076.0,13907.0,35593.0,183232.0
CHATTAHOOCHEE,494.0,597.0,615.0,461.0,433.0,349.0,293.0,239.0,202.0,389.0,4072.0
CHATTOOGA,1238.0,1116.0,1004.0,999.0,1059.0,1185.0,1221.0,1280.0,1132.0,3184.0,13418.0
CHEROKEE,14812.0,12641.0,12431.0,13866.0,15636.0,17067.0,16167.0,14532.0,12012.0,28015.0,157179.0
CLARKE,9710.0,11468.0,9245.0,7085.0,5246.0,4549.0,4417.0,4404.0,4380.0,11176.0,71680.0
CLAY,132.0,159.0,141.0,130.0,103.0,124.0,131.0,170.0,189.0,596.0,1875.0
CLAYTON,18199.0,18957.0,16269.0,15260.0,15305.0,15746.0,15615.0,14093.0,11337.0,20252.0,161033.0
CLINCH,376.0,391.0,359.0,311.0,337.0,333.0,396.0,399.0,373.0,878.0,4153.0
COBB,47903.0,47962.0,45458.0,45112.0,45532.0,48949.0,48101.0,43909.0,36311.0,76659.0,485896.0
COFFEE,2184.0,2311.0,1964.0,1912.0,1909.0,1967.0,2073.0,2074.0,1874.0,4476.0,22744.0
COLQUITT,2046.0,2178.0,1959.0,1866.0,1741.0,1823.0,2071.0,1939.0,1922.0,5320.0,22865.0
COLUMBIA,9047.0,8828.0,9078.0,8845.0,8853.0,9341.0,9443.0,8903.0,7814.0,16576.0,96728.0
COOK,961.0,847.0,751.0,729.0,767.0,847.0,838.0,838.0,734.0,2072.0,9384.0
COWETA,8152.0,7866.0,7552.0,8089.0,8537.0,9733.0,9298.0,8495.0,6822.0,15990.0,90534.0
CRAWFORD,607.0,652.0,542.0,513.0,575.0,660.0,827.0,827.0,697.0,1707.0,7607.0
CRISP,1174.0,1220.0,1047.0,1001.0,950.0,995.0,1019.0,1119.0,1121.0,2771.0,12417.0
DADE,1005.0,1019.0,908.0,807.0,794.0,829.0,940.0,1019.0,922.0,2475.0,10718.0
DAWSON,1314.0,1202.0,1073.0,990.0,1203.0,1397.0,1577.0,1552.0,1476.0,4060.0,15844.0
DECATUR,1705.0,1701.0,1319.0,1269.0,1279.0,1335.0,1550.0,1523.0,1461.0,3638.0,16780.0
DEKALB,43926.0,55293.0,55253.0,50713.0,45555.0,46128.0,44611.0,40962.0,35393.0,76879.0,494713.0
DODGE,835.0,956.0,834.0,837.0,856.0,1023.0,1013.0,996.0,977.0,2607.0,10934.0
DOOLY,543.0,547.0,469.0,473.0,433.0,468.0,546.0,610.0,563.0,1465.0,6117.0
DOUGHERTY,6949.0,7097.0,5358.0,4725.0,4328.0,4370.0,4680.0,4915.0,4723.0,12140.0,59285.0
DOUGLAS,9092.0,8044.0,7244.0,8062.0,8855.0,9722.0,9102.0,7902.0,6309.0,13458.0,87790.0
EARLY,679.0,752.0,592.0,604.0,564.0,616.0,690.0,650.0,633.0,1796.0,7576.0
ECHOLS,190.0,160.0,187.0,150.0,172.0,138.0,178.0,165.0,147.0,397.0,1884.0
EFFINGHAM,3414.0,3404.0,3313.0,3428.0,3502.0,3712.0,3751.0,3416.0,2706.0,5535.0,36181.0
ELBERT,926.0,1074.0,889.0,882.0,833.0,1006.0,1086.0,1161.0,1111.0,3089.0,12057.0
EMANUEL,1033.0,1213.0,1029.0,975.0,924.0,935.0,1082.0,1111.0,1057.0,2879.0,12238.0
EVANS,503.0,530.0,415.0,392.0,394.0,416.0,482.0,555.0,457.0,1333.0,5477.0
FANNIN,1022.0,1087.0,961.0,986.0,1054.0,1292.0,1486.0,1736.0,1898.0,5788.0,17310.0
FAYETTE,9069.0,6786.0,5080.0,4998.0,6217.0,8169.0,9526.0,9104.0,7778.0,17816.0,84543.0
FLOYD,4684.0,5089.0,4321.0,4025.0,4289.0,4597.0,4838.0,4975.0,4607.0,12668.0,54093.0
