COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,114.0,131.0,0.00,26.00,25.00,0.00,0.00,4.00,0.00,82.00,70.00,0.00,22.00,21.00,1.00,4439.0,3854.0,0.00,1228.0,919.0,10936.0
ATKINSON,2.00,30.00,28.00,0.00,5.00,8.00,0.00,3.00,0.00,1.00,115.0,87.00,0.00,0.00,2.00,0.00,1713.0,1457.0,1.00,525.0,397.0,4374.0
BACON,1.00,137.0,138.0,0.00,12.00,8.00,0.00,0.00,3.00,0.00,30.00,24.00,0.00,9.00,8.00,1.00,2599.0,2269.0,1.00,549.0,333.0,6122.0
BAKER,0.00,15.00,14.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,9.00,2.00,0.00,5.00,4.00,0.00,594.0,530.0,0.00,563.0,419.0,2163.0
BALDWIN,0.00,315.0,340.0,0.00,66.00,51.00,0.00,10.00,6.00,0.00,89.00,59.00,0.00,98.00,80.00,3.00,7078.0,6096.0,2.00,5892.0,4026.0,24211.0
BANKS,0.00,199.0,243.0,0.00,13.00,19.00,0.00,6.00,1.00,0.00,60.00,79.00,0.00,37.00,39.00,2.00,4729.0,4359.0,0.00,88.00,106.0,9980.0
BARROW,14.00,1681.0,1801.0,1.00,142.0,144.0,0.00,13.00,7.00,5.00,697.0,618.0,1.00,420.0,344.0,29.00,17389.0,15210.0,8.00,2699.0,2032.0,43255.0
BARTOW,15.00,2920.0,3103.0,0.00,187.0,184.0,0.00,23.00,21.00,1.00,607.0,611.0,1.00,156.0,154.0,13.00,25598.0,22938.0,1.00,3373.0,2566.0,62472.0
BEN HILL,1.00,99.00,96.00,0.00,15.00,11.00,0.00,1.00,0.00,0.00,66.00,50.00,0.00,19.00,17.00,0.00,3046.0,2612.0,0.00,2051.0,1271.0,9355.0
BERRIEN,1.00,183.0,198.0,0.00,16.00,26.00,0.00,7.00,3.00,0.00,60.00,43.00,0.00,11.00,16.00,2.00,4701.0,4112.0,0.00,618.0,466.0,10463.0
BIBB,16.00,1750.0,1874.0,0.00,370.0,291.0,0.00,30.00,28.00,3.00,381.0,262.0,1.00,402.0,411.0,8.00,22496.0,18836.0,5.00,29226.0,19838.0,96228.0
BLECKLEY,2.00,100.0,85.00,0.00,13.00,7.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,14.00,20.00,1.00,2777.0,2514.0,0.00,843.0,530.0,6936.0
BRANTLEY,0.00,171.0,211.0,0.00,16.00,14.00,0.00,3.00,4.00,0.00,24.00,16.00,0.00,7.00,4.00,1.00,4873.0,4324.0,0.00,166.0,114.0,9948.0
BROOKS,0.00,253.0,269.0,0.00,29.00,30.00,0.00,2.00,6.00,0.00,58.00,40.00,0.00,15.00,9.00,0.00,3004.0,2618.0,0.00,2115.0,1556.0,10004.0
BRYAN,8.00,1104.0,1125.0,0.00,143.0,96.00,0.00,12.00,15.00,1.00,313.0,237.0,0.00,158.0,108.0,6.00,9628.0,8405.0,3.00,1873.0,1387.0,24622.0
BULLOCH,3.00,1552.0,1572.0,0.00,160.0,129.0,0.00,8.00,4.00,1.00,179.0,167.0,1.00,123.0,119.0,8.00,13743.0,12589.0,3.00,6094.0,4367.0,40822.0
BURKE,1.00,281.0,330.0,0.00,32.00,24.00,0.00,3.00,8.00,0.00,35.00,39.00,0.00,24.00,14.00,3.00,3567.0,3301.0,1.00,4028.0,2911.0,14602.0
BUTTS,1.00,545.0,579.0,0.00,41.00,50.00,0.00,3.00,4.00,0.00,49.00,47.00,0.00,22.00,11.00,2.00,5024.0,4515.0,2.00,1793.0,1381.0,14069.0
CALHOUN,0.00,11.00,21.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.00,10.00,0.00,9.00,6.00,0.00,618.0,550.0,0.00,1048.0,735.0,3017.0
CAMDEN,4.00,2649.0,2515.0,0.00,245.0,170.0,0.00,15.00,16.00,0.00,367.0,265.0,0.00,191.0,102.0,6.00,11517.0,9598.0,0.00,3322.0,2438.0,33420.0
CANDLER,1.00,148.0,172.0,0.00,11.00,12.00,0.00,0.00,0.00,0.00,63.00,42.00,0.00,11.00,9.00,2.00,2047.0,1746.0,0.00,736.0,549.0,5549.0
CARROLL,21.00,3066.0,3070.0,3.00,314.0,251.0,0.00,20.00,11.00,0.00,461.0,426.0,0.00,175.0,141.0,14.00,25768.0,22523.0,5.00,6599.0,4806.0,67674.0
