ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,4.04,17.91,9.89,25.00,16.39,33.98,19.01,31.44
2016 Primary,4.95,10.63,4.04,25.00,6.15,28.96,11.77,26.12
2016 Primary Runoff,1.98,1.28,0.00,0.00,0.00,9.40,3.75,8.24
2016 General,39.81,47.90,36.52,37.50,38.96,62.92,44.74,60.27
2018 Primary,8.79,10.01,3.85,0.00,8.97,21.43,5.52,19.02
2018 Primary Runoff,2.20,3.74,2.88,0.00,3.85,17.12,4.79,14.76
2018 General,43.62,43.73,38.02,50.00,32.98,57.00,27.56,53.35
