COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CATOOSA,0.0,2.81,5.3,0.0,3.06,3.53,0.0,12.5,0.0,0.0,1.43,0.0,0.0,4.42,2.83,0.0,8.91,11.64,0.0,3.48,3.93,9.49
CHATTOOGA,0.0,12.93,10.18,0.0,4.35,14.81,0.0,0.0,0.0,0.0,0.0,4.26,0.0,5.56,0.0,0.0,20.15,25.14,0.0,20.45,19.2,21.45
DADE,0.0,12.45,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,18.01,20.4,0.0,0.0,0.0,18.35
FLOYD,0.0,4.88,5.21,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.46,2.06,0.0,4.43,2.78,25.0,17.13,20.82,0.0,9.15,8.52,16.48
GORDON,0.0,5.19,5.68,0.0,2.17,1.79,0.0,0.0,0.0,0.0,0.73,1.25,0.0,1.32,0.0,0.0,15.89,18.93,0.0,11.07,7.48,16.12
HARALSON,0.0,10.65,11.74,0.0,8.33,8.33,0.0,0.0,14.29,0.0,0.0,5.0,0.0,3.03,9.68,0.0,20.07,22.51,0.0,10.68,10.23,20.23
MURRAY,0.0,7.94,7.95,0.0,8.7,5.77,0.0,0.0,0.0,0.0,1.8,0.77,0.0,0.0,8.33,0.0,16.88,19.14,0.0,2.33,1.85,16.47
PAULDING,6.67,7.28,7.43,0.0,5.12,7.69,0.0,0.0,0.0,0.0,2.55,3.46,0.0,6.33,4.55,0.0,13.42,15.56,0.0,8.12,6.08,12.42
PICKENS,0.0,7.06,8.77,0.0,14.29,0.0,0.0,0.0,0.0,0.0,3.03,6.67,0.0,0.0,25.0,0.0,21.05,21.46,0.0,7.14,5.56,20.55
POLK,0.0,12.87,11.11,0.0,0.0,16.22,0.0,33.33,0.0,0.0,2.45,3.72,0.0,3.23,0.0,0.0,22.84,25.76,0.0,12.06,10.79,21.92
WALKER,0.0,8.8,10.24,0.0,4.35,3.7,0.0,0.0,50.0,0.0,2.53,7.94,0.0,9.09,10.0,0.0,13.51,16.06,0.0,5.32,3.85,13.9
TOTAL,4.17,6.91,7.43,0.0,3.93,6.02,0.0,2.27,4.69,0.0,1.88,1.79,0.0,4.68,3.99,5.26,15.81,18.67,0.0,9.08,7.71,15.34
