COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BANKS,0.0,17.0,12.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,943.0,1058.0,0.0,6.0,12.0,2055.0
CLARKE,1.0,26.0,31.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,2.0,0.0,0.0,360.0,322.0,0.0,322.0,180.0,1266.0
DAWSON,1.0,32.0,35.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1454.0,1466.0,0.0,2.0,1.0,3003.0
ELBERT,0.0,5.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,674.0,711.0,0.0,121.0,84.0,1611.0
FANNIN,0.0,30.0,37.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,2059.0,2078.0,0.0,1.0,0.0,4221.0
FORSYTH,2.0,218.0,248.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,14.0,10.0,0.0,12.0,4.0,1.0,3058.0,3017.0,0.0,18.0,10.0,6622.0
FRANKLIN,0.0,16.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1024.0,1092.0,0.0,22.0,15.0,2183.0
GILMER,0.0,56.0,56.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,2.0,1.0,0.0,2450.0,2520.0,0.0,3.0,3.0,5111.0
HABERSHAM,0.0,47.0,47.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,3.0,0.0,2134.0,2124.0,0.0,23.0,12.0,4409.0
HALL,1.0,270.0,335.0,0.0,22.0,24.0,0.0,2.0,1.0,0.0,44.0,28.0,0.0,15.0,11.0,1.0,6895.0,7095.0,0.0,269.0,169.0,15182.0
HART,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1003.0,1100.0,0.0,74.0,49.0,2262.0
JACKSON,2.0,47.0,67.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,5.0,0.0,2397.0,2673.0,0.0,79.0,59.0,5362.0
LUMPKIN,0.0,47.0,65.0,0.0,4.0,5.0,0.0,3.0,5.0,0.0,9.0,3.0,0.0,1.0,3.0,0.0,1827.0,1822.0,0.0,4.0,2.0,3800.0
MADISON,0.0,25.0,49.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,1.0,0.0,1235.0,1373.0,0.0,63.0,38.0,2802.0
PICKENS,0.0,14.0,11.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,1435.0,1481.0,0.0,5.0,4.0,2966.0
RABUN,0.0,39.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1300.0,1290.0,0.0,4.0,2.0,2673.0
STEPHENS,0.0,16.0,14.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1306.0,1276.0,0.0,59.0,36.0,2714.0
TOWNS,0.0,12.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,851.0,803.0,0.0,0.0,0.0,1685.0
UNION,1.0,36.0,60.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1695.0,1674.0,0.0,0.0,1.0,3481.0
WHITE,0.0,26.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1344.0,1344.0,0.0,10.0,5.0,2752.0
TOTAL,8.0,995.0,1168.0,0.0,68.0,77.0,0.0,10.0,10.0,0.0,116.0,73.0,0.0,66.0,37.0,2.0,35444.0,36319.0,0.0,1085.0,682.0,76160.0
