ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.09,45.83,0.00,45.00
2016 Primary,16.36,15.53,0.00,15.91
2016 Primary Runoff,6.89,6.93,0.00,6.91
2016 General,70.90,75.02,100.0,73.10
2018 Primary,24.03,24.29,0.00,24.15
2018 Primary Runoff,24.11,25.11,0.00,24.61
2018 General,65.37,69.58,66.67,67.58
