ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.99,32.45,0.00,30.05
2016 Primary,10.55,12.56,0.00,11.68
2016 Primary Runoff,0.67,0.45,0.00,0.55
2016 General,58.82,68.38,66.67,64.22
2018 Primary,17.16,21.04,14.29,19.35
2018 Primary Runoff,9.44,11.34,0.00,10.50
2018 General,55.67,63.93,66.67,60.33
