ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,35.19,23.53,0.00,38.10,43.36,32.24,40.65
2016 Primary,0.00,10.79,0.00,0.00,4.55,11.90,6.56,10.98
2016 Primary Runoff,0.00,0.44,0.00,0.00,2.27,5.14,2.05,4.01
2016 General,45.45,66.25,54.55,133.33,52.27,73.46,62.40,70.86
2018 Primary,0.00,21.41,4.35,0.00,10.91,16.53,13.50,16.72
2018 Primary Runoff,0.00,13.08,2.17,0.00,10.91,17.77,15.13,16.35
2018 General,40.00,64.27,28.26,62.50,53.03,62.98,53.05,61.61
