ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,25.42,29.86,0.00,27.92
2016 Primary,8.02,9.88,0.00,9.07
2016 Primary Runoff,2.50,2.16,0.00,2.31
2016 General,58.14,67.01,100.0,63.17
2018 Primary,13.05,15.31,0.00,14.31
2018 Primary Runoff,10.81,11.25,0.00,11.05
2018 General,51.20,61.23,40.00,56.79
