ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,32.18,33.59,0.00,32.93
2016 Primary,11.48,11.58,0.00,11.52
2016 Primary Runoff,2.51,2.22,0.00,2.35
2016 General,65.76,70.06,50.00,68.09
2018 Primary,16.84,20.26,0.00,18.67
2018 Primary Runoff,12.65,13.28,0.00,12.97
2018 General,59.04,67.33,33.33,63.53
