ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,18.18,38.72,23.91,100.0,18.46,44.63,26.84,39.54
2016 Primary,6.06,14.53,0.00,0.00,6.15,14.06,9.42,13.44
2016 Primary Runoff,6.06,0.54,0.00,0.00,0.00,5.29,1.09,2.68
2016 General,44.12,70.73,53.23,100.0,54.41,69.06,56.75,68.00
2018 Primary,9.09,24.95,7.25,16.67,14.46,23.85,11.01,22.48
2018 Primary Runoff,4.65,11.45,5.71,16.67,6.02,26.23,8.31,16.70
2018 General,26.00,69.70,45.57,42.86,57.61,63.76,46.15,63.89
