ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.86,41.33,50.00,40.65
2016 Primary,11.69,10.30,33.33,10.98
2016 Primary Runoff,4.34,3.66,33.33,4.01
2016 General,69.06,72.44,100.0,70.86
2018 Primary,16.15,17.22,25.00,16.72
2018 Primary Runoff,17.07,15.68,25.00,16.35
2018 General,60.40,62.66,83.33,61.61
