ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.17,41.22,0.00,40.69
2016 Primary,13.77,14.91,0.00,14.36
2016 Primary Runoff,5.68,4.67,0.00,5.15
2016 General,69.25,74.36,50.00,71.91
2018 Primary,22.03,22.78,0.00,22.41
2018 Primary Runoff,20.97,19.61,0.00,20.25
2018 General,63.76,67.73,33.33,65.81
