ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,29.43,33.43,0.00,31.62
2016 Primary,8.20,10.20,0.00,9.30
2016 Primary Runoff,1.83,2.32,0.00,2.10
2016 General,56.07,65.13,0.00,60.98
2018 Primary,12.94,16.65,0.00,14.95
2018 Primary Runoff,10.34,11.44,0.00,10.93
2018 General,49.09,57.54,50.00,53.68
