COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CARROLL,4.17,5.1,6.27,0.0,2.79,2.52,0.0,2.17,3.03,0.0,1.08,2.05,0.0,3.27,2.21,2.86,14.75,17.48,0.0,1.66,1.22,12.12
COWETA,3.92,5.71,5.68,0.0,3.66,4.14,0.0,0.0,0.0,0.0,2.57,2.73,0.0,3.45,1.06,5.17,13.98,16.56,0.0,2.76,2.12,11.72
FAYETTE,4.17,6.95,8.67,0.0,4.01,7.77,0.0,13.51,0.0,0.0,3.67,5.3,0.0,2.31,2.66,8.51,17.56,19.53,0.0,4.36,3.95,14.03
HARRIS,14.29,4.72,4.99,0.0,6.17,6.25,0.0,0.0,25.0,0.0,3.76,4.17,0.0,3.03,1.82,0.0,12.88,15.1,0.0,4.33,3.35,11.62
HEARD,0.0,5.26,3.95,0.0,0.0,12.5,0.0,28.57,20.0,0.0,5.56,5.88,0.0,16.67,0.0,0.0,16.39,19.29,0.0,5.94,2.62,15.53
HENRY,6.67,7.17,6.18,0.0,5.36,4.73,0.0,0.0,0.0,0.0,1.86,2.21,0.0,3.67,3.73,0.0,17.3,18.99,0.0,9.26,7.59,11.83
LAMAR,0.0,5.23,4.79,0.0,6.06,10.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,11.76,6.67,0.0,19.42,22.91,0.0,4.1,3.26,15.41
MERIWETHER,0.0,4.95,4.52,0.0,14.71,0.0,0.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0,0.0,25.0,17.66,21.47,0.0,3.38,1.93,12.26
MUSCOGEE,0.0,2.45,4.69,0.0,3.6,2.16,0.0,0.0,4.35,0.0,1.65,2.99,0.0,2.97,2.79,6.25,13.89,16.54,0.0,4.25,3.59,11.64
PIKE,33.33,8.6,8.92,0.0,0.0,13.64,0.0,0.0,0.0,0.0,13.79,0.0,0.0,8.7,11.11,0.0,18.56,22.08,0.0,6.27,5.52,17.93
SPALDING,4.17,4.16,3.71,0.0,5.13,4.07,0.0,20.0,11.76,0.0,3.73,2.82,0.0,7.52,3.57,20.0,18.28,20.97,0.0,2.37,1.9,12.69
TROUP,0.0,3.85,4.38,0.0,1.44,2.68,0.0,7.14,0.0,0.0,3.3,3.7,0.0,2.82,0.78,0.0,14.33,17.15,0.0,2.25,1.88,10.28
TOTAL,4.15,5.66,6.04,0.0,4.15,4.82,0.0,6.73,3.85,0.0,2.6,3.14,0.0,3.3,2.45,6.48,15.72,18.33,0.0,4.19,3.43,12.49
