COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BALDWIN,0.0,5.1,4.73,0.0,3.45,2.22,0.0,0.0,0.0,0.0,4.65,3.23,0.0,3.0,3.23,0.0,19.52,23.36,0.0,9.43,7.12,15.0
BARROW,4.0,4.68,5.55,0.0,2.7,2.27,0.0,0.0,11.76,0.0,1.22,1.73,0.0,2.36,2.21,7.5,14.64,17.35,0.0,2.63,1.79,12.33
BUTTS,0.0,9.12,8.49,0.0,2.0,3.45,0.0,0.0,12.5,0.0,6.06,5.97,0.0,17.86,5.88,12.5,18.63,21.34,0.0,3.27,2.04,14.86
CLARKE,2.41,3.2,3.89,0.0,1.94,2.97,0.0,0.0,4.55,0.0,1.63,1.64,0.0,2.55,1.6,0.0,11.19,12.02,0.0,4.43,2.91,8.23
COLUMBIA,0.0,9.43,9.09,0.0,5.08,10.0,0.0,9.09,0.0,0.0,4.62,9.65,0.0,6.67,9.2,33.33,21.49,24.97,0.0,6.42,6.5,18.97
GLASCOCK,0.0,2.7,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,21.07,0.0,0.0,0.0,18.1
GREENE,12.5,12.9,15.24,0.0,8.7,8.33,0.0,0.0,0.0,0.0,3.51,0.0,0.0,5.41,0.0,0.0,23.77,27.15,0.0,3.16,2.62,17.82
GWINNETT,4.76,6.69,6.85,0.0,3.56,5.44,0.0,2.13,9.09,0.0,1.85,3.01,0.0,4.29,2.68,13.16,14.33,16.75,7.41,5.35,4.41,10.95
HANCOCK,0.0,4.13,3.91,0.0,7.69,12.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,13.39,14.46,0.0,11.46,6.96,10.24
HENRY,0.0,13.41,12.52,0.0,10.17,9.89,0.0,12.5,6.25,0.0,4.85,6.06,0.0,4.35,14.29,15.38,21.73,23.28,20.0,14.0,10.78,18.85
JASPER,0.0,3.6,5.63,0.0,9.09,0.0,0.0,0.0,0.0,0.0,2.22,4.26,0.0,15.38,0.0,0.0,20.55,22.53,0.0,4.47,3.44,17.42
JEFFERSON,0.0,4.68,2.73,0.0,0.0,0.0,0.0,0.0,33.33,0.0,5.88,0.0,0.0,11.11,0.0,0.0,18.22,21.15,28.57,6.45,3.71,10.97
JOHNSON,0.0,7.94,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52,27.32,0.0,4.28,3.75,17.63
LINCOLN,0.0,8.33,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,8.33,0.0,0.0,21.83,24.14,0.0,9.12,6.6,17.61
MCDUFFIE,0.0,5.24,2.66,0.0,10.0,0.0,0.0,16.67,0.0,0.0,10.34,12.9,0.0,0.0,5.26,0.0,17.68,20.67,0.0,5.26,3.29,12.64
MORGAN,0.0,10.53,8.42,0.0,0.0,11.11,0.0,25.0,0.0,0.0,3.28,2.08,0.0,9.38,4.0,0.0,21.33,23.44,0.0,3.16,1.09,17.49
NEWTON,0.0,5.51,6.03,0.0,2.63,4.55,0.0,0.0,37.5,0.0,3.74,8.43,0.0,7.41,0.0,0.0,21.74,25.19,0.0,3.03,2.87,18.35
OCONEE,12.5,9.41,8.66,0.0,6.32,3.54,0.0,0.0,0.0,0.0,6.7,5.85,0.0,3.23,3.89,0.0,22.31,26.3,0.0,4.88,3.48,21.18
OGLETHORPE,0.0,6.76,6.83,0.0,7.69,4.76,0.0,66.67,0.0,0.0,3.7,2.13,0.0,23.08,0.0,0.0,20.78,25.05,0.0,4.05,2.83,18.46
PUTNAM,0.0,9.95,8.85,0.0,5.88,7.14,0.0,0.0,14.29,0.0,1.19,4.41,0.0,0.0,3.85,16.67,23.79,26.72,0.0,3.34,3.61,19.15
TALIAFERRO,100.0,46.15,22.22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,61.02,61.97,0.0,63.32,53.24,58.39
WALTON,9.52,7.78,8.78,0.0,4.15,6.19,0.0,5.88,5.26,0.0,3.21,4.2,0.0,3.81,4.84,12.5,19.76,23.16,0.0,2.24,1.55,16.17
WARREN,0.0,4.55,3.64,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,23.7,25.83,0.0,3.16,1.69,11.23
WASHINGTON,0.0,3.2,3.35,0.0,0.0,7.14,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,14.81,17.58,0.0,5.47,5.55,10.29
TOTAL,4.78,6.9,7.05,0.0,4.56,5.3,0.0,4.19,7.26,0.0,2.61,3.41,0.0,3.77,3.21,6.47,18.25,21.0,6.17,6.19,4.75,14.58
