PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BLACKSTOCK,0.00,0.00,0.00,0.00,0.00,7.28,3.83,6.75
BOYNTON,5.71,2.60,0.00,0.00,2.78,10.81,3.14,9.81
CATOOSA KEITH,0.00,6.25,3.57,0.00,8.33,12.89,4.81,11.95
CHAMBERS,0.00,0.00,8.33,0.00,8.33,14.17,5.24,13.23
FT OGLETHORPE,0.00,0.72,0.00,0.00,4.17,10.72,0.76,9.16
GRAYSVILLE,2.33,0.00,0.00,0.00,0.00,8.42,2.97,7.55
LAKEVIEW,0.00,0.00,0.00,0.00,0.00,7.83,2.06,6.86
POPLAR SPRINGS,0.00,2.94,0.00,0.00,0.00,11.11,4.24,10.27
RINGGOLD,14.29,2.70,0.00,0.00,3.23,11.24,3.72,10.17
WESTSIDE,0.00,0.00,0.00,0.00,0.00,7.25,3.13,6.42
WOODSTATION,0.00,1.69,0.00,0.00,0.00,11.48,3.67,10.46
TOTAL,3.28,1.33,0.68,0.00,2.27,10.19,3.23,9.17
