AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.74,4.27,0.86,0.00,2.08,1.57,1.71,3.00
25-29,0.00,2.43,0.68,0.00,3.25,0.68,1.26,1.66
30-34,2.44,4.83,0.97,0.00,0.00,1.26,2.62,3.30
35-39,0.00,6.36,2.02,33.33,4.29,2.60,3.50,4.87
40-44,3.64,11.09,0.00,0.00,2.82,2.38,5.14,8.00
45-49,1.79,16.00,4.08,0.00,12.70,4.58,7.11,11.54
50-54,10.00,16.54,5.15,33.33,3.57,5.78,9.99,11.78
55-59,6.82,21.17,4.41,0.00,7.14,6.11,9.93,13.06
60-64,1.82,27.45,4.55,0.00,10.00,7.02,11.74,14.91
65-OVER,1.68,29.35,6.74,0.00,11.94,7.41,11.84,14.09
TOTAL,2.91,13.73,2.44,6.25,4.80,5.07,6.22,9.20
