AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.680,0.00,0.00,0.00,19.67,0.00,11.95
25-29,0.00,1.940,0.00,0.00,0.00,16.41,0.00,10.82
30-34,0.00,1.020,0.00,0.00,0.00,27.05,0.00,17.98
35-39,0.00,2.860,0.00,0.00,0.00,36.28,0.00,24.85
40-44,0.00,0.870,0.00,0.00,0.00,34.27,0.00,22.22
45-49,0.00,4.390,20.00,0.00,50.00,38.66,40.00,27.75
50-54,0.00,1.790,0.00,0.00,0.00,45.56,0.00,31.83
55-59,0.00,3.030,0.00,0.00,0.00,47.08,0.00,32.52
60-64,0.00,7.830,0.00,0.00,0.00,60.97,50.00,44.42
65-OVER,0.00,5.320,20.00,100.0,0.00,54.95,33.33,42.75
TOTAL,0.00,3.200,5.130,50.00,10.00,41.94,13.16,29.52
