PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ADAIRSVILLE,3.02,2.71,0.00,2.85
ALLATOONA,1.65,1.58,0.00,1.61
CARTERSVILLE EAST,8.94,9.10,0.00,9.02
CARTERSVILLE WEST,10.71,9.56,0.00,10.08
BEAVERS DRIVE,8.79,8.49,0.00,8.64
CENTER,7.06,6.85,0.00,6.94
EMERSON,6.14,6.33,0.00,6.24
EUHARLEE,5.67,5.27,0.00,5.46
FOLSOM,6.81,6.75,0.00,6.78
KINGSTON,6.51,5.03,0.00,5.76
MISSION ROAD,8.03,7.71,0.00,7.86
PINE LOG,6.10,5.79,0.00,5.94
TAYLORSVILLE,6.74,6.21,0.00,6.46
WHITE,7.58,7.52,0.00,7.55
ZENA DRIVE,5.23,4.92,0.00,5.05
CASSVILLE,6.61,5.96,0.00,6.27
WOODLAND,6.41,5.77,0.00,6.06
99999,0.00,0.00,0.00,0.00
TOTAL,6.74,6.39,0.00,6.55
