AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.72
25-29,0.00,0.00,0.00,0.00,0.00,1.04,7.14,0.93
30-34,50.00,0.00,0.00,0.00,0.00,1.78,0.00,1.52
35-39,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.37
40-44,0.00,0.00,0.00,0.00,0.00,2.97,0.00,2.38
45-49,0.00,0.00,0.00,0.00,0.00,2.69,0.00,2.21
50-54,0.00,0.00,0.00,0.00,0.00,4.83,14.29,4.00
55-59,0.00,0.00,0.00,0.00,0.00,5.58,0.00,4.51
60-64,0.00,0.00,0.00,0.00,0.00,5.38,0.00,4.24
65-OVER,0.00,0.00,0.00,0.00,0.00,5.45,0.00,4.60
TOTAL,6.67,0.00,0.00,0.00,0.00,3.62,1.50,2.93
