PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,0.00,0.00,0.00,0.00,0.00,14.25,0.00,11.93
02,0.00,0.00,0.00,0.00,0.00,10.13,3.170,7.460
03,0.00,0.00,0.00,0.00,0.00,6.830,0.00,1.410
04,0.00,0.00,0.00,0.00,0.00,8.520,0.00,5.170
05,0.00,0.200,0.00,0.00,25.00,11.67,2.440,5.220
06,50.00,0.200,0.00,0.00,0.00,12.29,0.00,6.180
07,0.00,0.00,0.00,0.00,0.00,10.48,3.980,6.090
08,50.00,0.210,0.00,0.00,0.00,11.58,5.410,6.980
09,0.00,0.00,0.00,0.00,0.00,11.27,0.00,8.560
10,0.00,0.170,0.00,0.00,0.00,9.330,5.880,4.770
11,0.00,0.330,0.00,0.00,0.00,11.89,0.00,8.420
12,0.00,0.00,0.00,0.00,0.00,10.61,8.330,7.070
13,0.00,0.00,0.00,0.00,0.00,10.70,0.00,8.610
14,0.00,0.00,0.00,0.00,0.00,13.76,11.11,12.98
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,7.690,0.110,0.00,0.00,2.170,10.98,3.300,6.410
